Index	Bogennummer	REDE_Namen	Sprache	tu	leg	mach	schmeiß	schütt	stopp	steck	gooi	wirf	krieg	holz	gib	Kohle	Scheid	Holz	Grüß	Feuer	Glut	Brand	Torf	in	op	bei	den	Ofen	Kachel	Herd	Stoof	Küche	Feuer2	Kachelofen	dass	dann	damit	tut	wird	soll	kann	beginnt	geht	die	Milch	Rahm	bald	gleich	geschwind	gauw	schnell	rasch	enta	hortig	vlug	zu	mit	kochen	sieden	wellen	anfangen	anheben	ankommen
rs	5203	Nekielka	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k oha - l a -	-	-	-	-	-	-	-	i n	-	-	d e	- o - w ä - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m je - l - - -	-	- - - - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e n -	-	-	a n - f i ng - t -	-	-
rs	52064	Papenbruch	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k aoh - l - n	-	-	-	-	-	-	-	i n	-	-	d e n	- ao - b e n -	-	-	-	-	-	-	d ä t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l d - -	-	-	-	-	-	-	-	-	t o	-	k ao - k e n -	-	-	a n - f ä ng - t -	-	-
rs	52070	Wallitz	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k oah - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- oa - b - m -	-	-	-	-	-	-	d ä t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l d - -	-	-	-	-	-	-	-	-	t o	-	k oa - k e n -	-	-	a n - f ä ng - t -	-	-
rs	52079	Menz	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k oah - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- o - w e n -	-	-	-	-	-	-	d ä t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l d - -	-	-	-	-	-	-	-	-	t o	-	k oa - k e n -	-	-	a n - f ä ng - t -	-	-
rs	52086	Barsdorf	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k ah - l - n	-	-	-	-	-	-	-	i n	-	-	d e n	- a - b - n -	-	-	-	-	-	-	d ä t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l d - -	-	-	-	-	-	-	-	-	t o	-	k a - k - n -	-	-	a n - f ä ng - t -	-	-
rs	52095	Petersdorf	1	- - -	-	-	sch m ie t	-	-	-	-	-	-	-	-	k o - l e n	-	-	-	-	-	-	-	i n	-	-	d ea	- ao - b e n -	-	-	-	-	-	-	d ea t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l d - -	-	-	-	-	-	-	-	-	t o	-	k ao - k e n -	-	-	a n - f ä ng - t -	-	-
rs	5210	Skwierzyna	1	th u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- o - b e n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
rs	52103	Flieth-Stegelitz	1	- - -	-	m o k	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	n	- o - b - n -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e n -	-	-	a n - f ä ng - t -	-	-
rs	52113	Passow	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	n	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e n -	-	-	a n - f ä ng - t -	-	-
rs	52129	Widuchowa	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k oah - l e n	-	-	-	-	-	-	-	i n	-	-	n	- oa - b e n -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l d - -	-	-	-	-	-	-	-	-	t o	-	k oa - k e n -	-	-	a n - f ä ng - t -	-	-
rs	52139	Banie	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k ah - l e n	-	-	-	-	-	-	-	i n	-	-	n	- a - w e n -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l d - -	-	-	-	-	-	-	-	-	t o	-	k a - k e n -	-	-	a n - f ä ng - t -	-	-
rs	5214	Krobielewo	1	th au -	-	-	-	-	-	-	-	-	-	-	-	k uh - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- - - f e n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m a - l - ch -	-	b a l - e -	-	-	-	-	-	-	-	-	z u	-	k u - ch e n -	-	-	a n - f a ng - t -	-	-
rs	52154	Obromino	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k oah - l - n	-	-	-	-	-	-	-	i n	-	-	e n	- oa - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	t	-	k oa - ck e - -	-	-	a n - f ä ng - t -	-	-
rs	52169	Brzezina	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k öh - l - n	-	-	-	-	-	-	-	i n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	a - - f i ng - t -	-	-
rs	52276	Bagicz	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oah - l a -	-	-	-	-	-	-	-	i n	-	-	a	- oa - w a - -	-	-	-	-	-	-	d a tt	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	a	-	k oa - k e n -	-	-	a n - f e ng - t -	-	-
rs	52278	Lasin Koszalinski	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k ah - l e -	-	-	-	-	-	-	-	i n	-	-	n e	- a - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	t o	-	k a - k e n -	-	-	a n - f e ng - t -	-	-
rs	52311	Sieciemin	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k a - l e -	-	-	-	-	-	-	-	i n	-	-	n e	- o - f e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	- - - - - -	-	-	-	-	-	-	-	-	t	-	k a - ck e n -	-	-	a n - f ä ng - t -	-	-
rs	52349	Pomysk Wielki	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k ou - l ä -	-	-	-	-	-	-	-	i n	-	-	n ä	- ou - w ä - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ä	m e - l - k -	-	b ou l - - -	-	-	-	-	-	-	-	-	t au	-	k ou - k ä - -	-	-	a n - f ä ng - t -	-	-
rs	52359	Szymbark	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t au	-	k o - k e n -	-	-	a n - f ä ng - t -	-	-
rs	52374	Szklana Gora	1	- - -	l ä g	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- o - w e n -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e n -	-	-	a n - f a ng - t -	-	-
rs	52396	Skowarcz	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k oa - l e -	-	-	-	-	-	-	-	e n	-	-	d e	- oa - w e - -	-	-	-	-	-	-	-	-	d oa m e t	-	-	-	-	-	-	d e	m e - l - k -	-	b o l d - -	-	-	-	-	-	-	-	-	t o	-	k oa - k e - -	-	-	a n - f a ng - t -	-	-
rs	52428	Oberlakendorf (Solnica Górna)	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- oa - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b o l d - -	-	-	-	-	-	-	-	-	t o	-	k oa - k e - -	-	-	a n - f ä nk - t -	-	-
rs	52440	Deep (Czajcze)	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oah - l a -	-	-	-	-	-	-	-	i n	-	-	n a	- oa - w a - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b oh l - - -	-	-	-	-	-	-	-	-	t ie	-	k oa - k e n -	-	-	a n - f ä nk - - -	-	-
rs	52463	Bialecino	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oa - l a -	-	-	-	-	-	-	-	i n	-	-	d a	- oa - w a - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	- - - - - -	g l ie k	-	-	-	-	-	-	-	t o	-	k a - k e n -	-	-	a n - f ä ng - t -	-	-
rs	52478	Bronowo	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oh - l ä -	-	-	-	-	-	-	-	i n	-	-	n ä	- o - w ä - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b u l - - -	-	-	-	-	-	-	-	-	t i	-	k o - k e n -	-	-	a n - f i ng - t -	-	-
rs	52484	Reddies	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	n a	- o - w ä - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ä	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e n -	-	-	a n - f ä nk - t -	-	-
rs	52567	Pasewark	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k öh - l e -	-	-	-	-	-	-	-	e n	-	-	d e n	- o - w e n -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b o l d - -	-	-	-	-	-	-	-	-	t o	-	k äa - k e n -	-	-	a n - f ä ng - t -	-	-
rs	52578	Bad Rügenwalde	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	n e	- o - w - - -	-	-	-	-	-	-	d t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	t au	-	k o - k e n -	-	-	a n - f e ng - t -	-	-
rs	5259	Prusim	1	th u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- o - f e n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
rs	52600	Radoslaw	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k ah - l ä -	-	-	-	-	-	-	-	i n	-	-	d ää	- a - w ä - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	t o	-	k a - ck e n -	-	-	a n - f ä ng - t -	-	-
rs	52700	Losino	1	- - -	-	-	sch m ie t	-	-	-	-	-	-	-	-	k ah - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t au	-	k a - k e n -	-	-	a n - f ä ng - t -	-	-
rs	5271	Przyborowko	1	th u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	a	- a - f e n -	-	-	-	-	-	-	d e ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b ah l - - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	o n - f ä ng - t -	-	-
rs	52714	Labiszewo	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	d	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b u l - - -	-	-	-	-	-	-	-	-	t h	-	k o - k e n -	-	-	a n - f i ng - t -	-	-
rs	52722	Karwen	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	t au	-	k o - k e n -	-	-	a n - f ä ng - t -	-	-
rs	52755	Heubude (Stogi)	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m ä - l - k -	-	b o l d - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	a n - f ä ng - t -	-	-
rs	52762	Skowronki	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k oa - l e -	-	-	-	-	-	-	-	e n	-	-	d e n	- oa - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m - - l e k -	-	b o l d - -	-	-	-	-	-	-	-	-	t o	-	k oa - k e n -	-	-	a n - f a ng - t -	-	-
rs	52766	Rowy	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oah - l a -	-	-	-	-	-	-	-	i n	-	-	n a	- oa - w a - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k oa - ck a - -	-	-	a n - f ä ng - t -	-	-
rs	52767	Machowinko	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oah - l a -	-	-	-	-	-	-	-	i n	-	-	d e	- oa - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	t o	-	k oa - k e n -	-	-	a n - f i ng - t -	-	-
st	5277	Gleboczek	1	d ou -	-	-	-	-	-	-	-	-	-	-	-	k ah - l e -	-	-	-	-	-	-	-	i n	-	-	-	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e j	m e - l - k -	-	b a - - - -	-	-	-	-	-	-	-	-	t ou	-	k au - k e n -	-	-	a n - f i ng - t -	-	-
st	52816	Hela	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	a n - f ä ng - t -	-	-
st	52819	Jaroslawiec	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oah - l e -	-	-	-	-	-	-	-	i n	-	-	n e	- oah - v e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t	-	k oa - k e n -	-	-	a n - f e n - t -	-	-
st	52825	Krolowstrand (Królewice)	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oh - l ä -	-	-	-	-	-	-	-	i n	-	-	n ä	- o - w ä - -	-	-	-	-	-	-	d a tt	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b oh l - - -	-	-	-	-	-	-	-	-	t	-	k o - k e n -	-	-	a n - f ä ng - t -	-	-
st	52854	Drzezewo	1	- - -	l e gg	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	n e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e n -	-	-	a n - f i ng - t -	-	-
st	52865	Niebedzino	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k ah - l e -	-	-	-	-	-	-	-	e n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k a - k e - -	-	-	a n - f ä ng - t -	-	-
st	52871	Dabrowka Wielka	1	- - -	-	-	-	-	-	-	-	-	-	-	-	k ah - l - n	-	-	-	-	-	-	-	e n	-	-	n e	- a - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	b oh l - - -	-	-	-	-	-	-	-	-	t a	-	k a - k e n -	-	-	a n - f ä ng - t -	-	-
st	52881	Luzino	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	a n - f ä ng - t -	-	-
st	52887	Pogorze	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	d ei t	-	-	-	-	-	d e	m e - l - k -	-	- - - - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	- - - - - - - - -	-	-
st	52896	Bialogora	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k ao - l a n	-	-	-	-	-	-	-	i n	-	-	d a n	- ao - w a n -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m ä - l - k -	-	b oh l - - -	-	-	-	-	-	-	-	-	t a	-	k ao - k e n -	-	-	a n - f ä nk - t -	-	-
st	52905	Karwenbruch	1	- - -	-	-	sch m ie t	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	e n e	-	-	-	- o - w e n -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m a - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	a n - f ä ng - t -	-	-
st	5291	Gorki Noteckie	1	- - -	-	-	-	sch ü d	-	-	-	-	-	-	-	k oah - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- oa - w e - -	-	-	-	-	-	-	d e t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	t o	-	k oa - k e - -	-	-	a - - f ä ng - t -	-	-
st	52913	Wladyslawowo	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b o l d - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	a n - f ä ng - t -	-	-
st	52915	Lebieniec	1	- - -	-	m ao k	-	-	-	-	-	-	-	-	-	k aoh - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- ao - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m ae - l - k -	-	b oo l - - -	-	-	-	-	-	-	-	-	t o	-	k ao - k e n -	-	-	ao n - f ä ng - t -	-	-
st	52927	Zelazna	1	d auh -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	a	- o - w a - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	t ou	-	k o - k e n -	-	-	a n - f i nk - t -	-	-
st	52936	Tylowo	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k o - l eh -	-	-	-	-	-	-	-	i n	-	-	d ei	- a - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d i	m e - l - k -	-	b oh l - - -	-	-	-	-	-	-	-	-	t o	-	k a - k e n -	-	-	a n - f ä ng - t -	-	-
st	5305	Rapin	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k oah - l e n	-	-	-	-	-	-	-	i n	-	-	d e	- oa - w e n -	-	-	-	-	-	-	d a tt	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	t o	-	k oa - k e n -	-	-	a n - f ä ng - t -	-	-
st	5315	Pilka	1	- - -	-	-	-	sch ü tt	-	-	-	-	-	-	-	k oa - l e -	-	-	-	-	-	-	-	i n	-	-	e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	z u	-	k o - k e - -	-	-	a n - f ä ng - t -	-	-
st	5316	Rzecin	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k auoh - l e -	-	-	-	-	-	-	-	i n	-	-	n e	- ouo - f e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	t o	-	k au - k e - -	-	-	a - - f ä ng - t -	-	-
st	532	Zulawka Sztumska	1	- - -	-	-	sch m ei ß	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- o - b e - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d e	m e - l - ch -	-	- - - - - -	-	-	-	-	r a ʃ ch	-	-	-	-	-	k o - ch - t -	-	-	- - - - - - - - -	-	-
st	5322	Tarnowko	1	d u ch	-	-	-	-	-	-	-	-	-	-	-	k aua - l o -	-	-	-	-	-	-	-	i n	-	-	d ä	- o - w o - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d i g	m e - l - k -	-	- - - - - -	-	-	-	-	-	-	-	-	t	-	k au - k o - -	-	-	a n - f ä ng - t -	-	-
st	5374	Groß Golle (Golaszewo)	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k aua - l ä -	-	-	-	-	-	-	-	i n	-	-	d ä	- au - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	t o	-	k au - k e n -	-	-	a n - f ä ng - t -	-	-
st	5386	Lubicz	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	a n - f ä ng - t -	-	-
st	5397	Slonow	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d ä	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	a n - f ä ng - t -	-	-
st	5402	Huta Szklana	1	d u ch	-	-	-	-	-	-	-	-	-	-	-	k aua - l o -	-	-	-	-	-	-	-	i n	-	-	d ä	- au - w o - -	-	-	-	-	-	-	d a tt	-	-	-	-	-	-	-	-	d e	m - - l e k -	-	b aa l - - -	-	-	-	-	-	-	-	-	t o	-	k o - k o - -	-	-	a n - f i ng - t -	-	-
st	5409	Marienbusch	1	d u ch	-	-	-	-	-	-	-	-	-	-	-	k aua - l o -	-	-	-	-	-	-	-	i n	-	-	d ä	- au - w o - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m ä - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	t o	-	k au - k o - -	-	-	a n - f i nk - t -	-	-
st	5421	Ostrowki	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k aua - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- au - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	t	-	k au - k e n -	-	-	a n - f ä ng - t -	-	-
st	54871	Neuarad (Aradu Nou)	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	-	- o - f e - -	-	-	-	-	-	-	d a ss	-	-	-	-	-	-	-	-	d ie	m i - l i ch -	-	b a l - - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e - -	-	-	o - - f a ng - t -	-	-
st	54873	Bistritz (Bistriţa)	1	d a -	-	-	-	-	-	-	-	-	-	-	-	k o - l - n	-	-	-	-	-	-	-	ä n	-	-	d e n	- o - b - n -	-	-	-	-	-	-	d å t	-	-	-	-	-	-	-	-	d e	m ä - l i ch -	-	b å l t - -	-	-	-	-	-	-	-	-	z e	-	k o - ch - n -	-	-	u - - f e - - t -	-	-
st	54878	Arzis (Artsyz)	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	e n	-	-	d a	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch a - -	-	-	a n - f a ng - - -	-	-
st	54897	Wolfswinkel (Wilczy Kat)	1	d ou -	-	-	-	-	-	-	-	-	-	-	-	k uo - l e -	-	-	-	-	-	-	-	e n	-	-	e	- uo - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m ä - l - k -	-	b o ll - - -	-	-	-	-	-	-	-	-	t	-	k uo - k e - -	-	-	- - - f ä ng - t -	-	-
st	549	Przecmino	1	- - -	l e ch	-	-	-	-	-	-	-	-	-	-	k oah - l e -	-	-	-	-	-	-	-	i n	-	-	n e	- oa - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m e - l - k -	-	- - - - - -	-	-	-	-	-	-	-	-	n e	-	k oa - k e t -	-	-	a n - f ä ng - t -	-	-
st	54901	Zarobka	1	d ou -	-	-	-	-	-	-	-	-	-	-	-	k aua - l e -	-	-	-	-	-	-	-	e	-	-	d aä	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	t	-	k au - k e n -	-	-	a n - f ä ng - t -	-	-
st	54902	Brzozowka	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k o - l e -	-	-	-	-	-	-	-	e n	-	-	e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m äa - l - k -	-	b o ll - - -	-	-	-	-	-	-	-	-	t	-	k o - k e - -	-	-	a - - f ä ng - t -	-	-
st	54906	Brzezno	1	- - -	l a g	-	-	-	-	-	-	-	-	-	-	k uo - l e -	-	-	-	-	-	-	-	e n	-	-	e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e j	m a - l - k -	-	b o ll - - -	-	-	-	-	-	-	-	-	t	-	k o - k e - -	-	-	a - - f ä ng - t -	-	-
st	54909	Zbojenko	1	- - -	l ei ch	-	-	-	-	-	-	-	-	-	-	k o - l e -	-	-	-	-	-	-	-	e n	-	-	e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d eh	m a - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	a n - f ä ng - t -	-	-
