Index	Bogennummer	REDE_Namen	Sprache	tu	leg	mach	schmeiß	schütt	stopp	steck	gooi	wirf	krieg	holz	gib	Kohle	Scheid	Holz	Grüß	Feuer	Glut	Brand	Torf	in	op	bei	den	Ofen	Kachel	Herd	Stoof	Küche	Feuer2	Kachelofen	dass	dann	damit	tut	wird	soll	kann	beginnt	geht	die	Milch	Rahm	bald	gleich	geschwind	gauw	schnell	rasch	enta	hortig	vlug	zu	mit	kochen	sieden	wellen	anfangen	anheben	ankommen
st	5491	Brzezno	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k au - l o -	-	-	-	-	-	-	-	i n	-	-	d e	- au - w o - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d i	m e - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	t u	-	k au - k o - -	-	-	a - - f ä ng - t -	-	-
st	54912	Siemiatkowo	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k uoh - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- uo - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m ae - l - k -	-	b o ll - - -	-	-	-	-	-	-	-	-	d	-	k uo - ck e - -	-	-	a - - f ä ng - t -	-	-
st	54913	Sompolno	1	- - -	h e g	-	-	-	-	-	-	-	-	-	-	k aua - l o -	-	-	-	-	-	-	-	y n	-	-	-	- o - m o - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d	m e - l - k -	-	- - - - - -	-	-	-	-	-	-	-	-	t	-	k au - k y n -	-	-	aa - - f y ng - t -	-	-
st	54914	Sächsisch Regen (Reghin)	1	t a -	-	-	-	-	-	-	-	-	-	-	-	k o - ll - n	-	-	-	-	-	-	-	ä n	-	-	n	- o - l - m -	-	-	-	-	-	-	d ä t	-	-	-	-	-	-	-	-	d i	m ä - ll i ch -	-	- - - - - -	-	-	-	-	-	-	-	-	z u	-	k o - ch - n -	-	-	u - - f e - - t -	-	-
st	54915	Elek (Elek)	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k eu - l a -	-	-	-	-	-	-	-	n	-	-	-	d u - f a - -	-	-	-	-	-	-	d a ss	-	-	-	-	-	-	-	-	t i	m i - l i ch -	-	p a l - - -	-	-	-	-	-	-	-	-	z u	-	k o - ch a - -	-	-	eu - - f e nk - t -	-	-
st	54916	Freidorf bei Temeschwar	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- o - f - n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e - -	-	-	a n - f a ng - t -	-	-
st	54917	Sarata (Sarata)	1	d uå -	-	-	-	-	-	-	-	-	-	-	-	k oh - l å -	-	-	-	-	-	-	-	e n	-	-	d r	- o - f å - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	k o - ch å - -	-	-	å - - f a ng - t -	-	-
st	54918	Scheindorf (Sâi)	1	th uo -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e n	- o - w e̊ - -	-	-	-	-	-	-	d a ss	-	-	-	-	-	-	-	-	t	m i - l - - -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	k o - ch e - -	-	-	a - - f a ng - t -	-	-
st	54919	Fünfkirchen	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k o - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	t a s	-	-	-	-	-	-	-	-	t i	m i - l i ch -	-	p a l - i -	-	-	-	-	-	-	-	-	-	-	k o - k - n -	-	-	a n - f a ng - t -	-	-
st	54921	Iklad	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	kh o - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	t a s z	-	-	-	-	-	-	-	-	t i	m - - ll i ch -	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	kh o - ch - n -	-	-	o - - f o ng - t -	-	-
st	54922	Sanktanna (Sântana)	1	t ou -	-	-	-	-	-	-	-	-	-	-	-	kh o - l a -	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	t a s	-	-	-	-	-	-	-	-	t ie	m i - l i ch -	-	- - - - - -	-	-	-	-	-	-	-	-	z u	-	kh oh - a - - -	-	-	a n - f a ng - t -	-	-
st	54924	Martinsdorf (Metiş)	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k iuh - l e n	-	-	-	-	-	-	-	ä n	-	-	d e n	- i - w e n -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e̊	m ä - l - ch -	-	- - - - - -	-	-	-	-	-	-	-	-	z e̊	-	k o - ch e n -	-	-	u - - f e - - t -	-	-
st	54926	Bentschek (Bencecu De Sus)	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d o ss	-	-	-	-	-	-	-	-	d ie	m i - l i ch -	-	b a ll - - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e - -	-	-	o n - f o ng - t -	-	-
st	54929	Agnetheln (Agnita)	1	d e -	-	-	-	-	-	-	-	-	-	-	-	k ui - l e n	-	-	-	-	-	-	-	ä n	-	-	d e n	- ui - w e n -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m ä - l t sch -	-	b o l d - -	-	-	-	-	-	-	-	-	z e	-	k o - ch o n -	-	-	ü - - f e - - t -	-	-
st	54930	Gottlob	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a ss	-	-	-	-	-	-	-	-	d ie	m i - l i ch -	-	b a l - - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e - -	-	-	a n - f a ng - t -	-	-
st	54932	Klein-Schemlak (Semlacu Mic)	1	th u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- ou - w - n -	-	-	-	-	-	-	d a ss	-	-	-	-	-	-	-	-	-	m i - ll i ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e - -	-	-	ou - - f a ng e - -	-	-
st	54933	Sankt Andreas (Sânandrei)	1	th u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d	- o - w e - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l i ch -	-	b a ll - - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e - -	-	-	a n - f a ng - t -	-	-
st	54935	Neuwerbas (Novi Vrbas)	1	t u -	-	-	-	-	-	-	-	-	-	-	-	kh o - l ə -	-	-	-	-	-	-	-	i n	-	-	t ə	- o - w e - -	-	-	-	-	-	-	t a s	-	-	-	-	-	-	-	-	t i	m i - l i ch -	-	p a l - - -	-	-	-	-	-	-	-	-	t s u	-	kh o - ch e - -	-	-	o n - f a nk - t -	-	-
st	54937	Groß Scham/Freudenthal (Jamu Mare)	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d	- o - w e - -	-	-	-	-	-	-	d a ss	-	-	-	-	-	-	-	-	d ie	m i - l i ch -	-	b a l - - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e - -	-	-	a n - f a ng - t -	-	-
st	54938	Torschau (Savino Selo)	1	t u -	-	-	-	-	-	-	-	-	-	-	-	kh o - l e -	-	-	-	-	-	-	-	i n	-	-	d r	- o - s e - -	-	-	-	-	-	-	d å s	-	-	-	-	-	-	-	-	d i	m i - l i x -	-	p å l - - -	-	-	-	-	-	-	-	-	s u	-	kh o - x e - -	-	-	o - - f å ŋ - t -	-	-
st	54939	Weprowatz (Kruščić)	1	d u -	-	-	-	-	-	-	-	-	-	-	-	kh o - l e -	-	-	-	-	-	-	-	i n	-	-	d r	- o - vf e - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d i	m i - l i x -	-	p a l - - -	-	-	-	-	-	-	-	-	t s u	-	k o - x e - -	-	-	o - - f a ŋ - th -	-	-
st	54941	Neue Weingärten (-)	1	t u r	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	e n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ss	-	-	-	-	-	-	-	-	d	m i - l i ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	a n - f a ng - t -	-	-
st	54942	Seimeny (-)	1	d ů -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	d r	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll i ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z ů	-	k o - ch e - -	-	-	a - - f a ng - t -	-	-
st	54943	Neubeschenowa (Dudeştii Noi)	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k o - ll - n	-	-	-	-	-	-	-	ei n	-	-	d n	- ou - w - n -	-	-	-	-	-	-	d a ss	-	-	-	-	-	-	-	-	d	m ei - l - ch -	-	b a l - - -	-	-	-	-	-	-	-	-	z	-	k o - ch - n -	-	-	a - - f eu g - t -	-	-
st	-55055	Oborki	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k o - l e -	-	-	-	-	-	-	-	e n	-	-	e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m ae - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	a t	-	k o - k e - -	-	-	- - - f ä ng - t -	-	-
st	-55064	Zale	1	- - -	-	-	-	sch e tt	-	-	-	-	-	-	-	k uah - l e -	-	-	-	-	-	-	-	o n	-	-	d e	- - - - - - -	k a w e	-	-	-	-	-	d a t	-	-	-	w a t	-	-	-	-	-	m a - l - ch -	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	k ua - k e - -	-	-	- - - - - - - - -	-	-
st	-55066	Zuromin	1	- - -	l e g e	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i m	-	-	-	- o - f e n -	-	-	-	-	-	-	-	-	-	-	w i r d	-	-	-	-	-	m i - l - ch -	-	- - - - - -	g l ei ch	-	-	-	-	-	-	-	-	-	k o - ch e n -	-	-	- - - - - - - - -	-	-
st	-55070	Grudusk	1	- - -	-	-	-	-	-	-	-	w i r f	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- - - - - - -	-	h e r d	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
st	-55072	Ostroleka	1	- - -	-	-	-	sch ü tt	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	-	au f	-	i m	- o - f e n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
st	-55081	Ciechocinek	1	- - -	-	-	sch m i tt	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e	-	-	n e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d	m a - l - k -	-	w a - d e -	-	-	-	-	-	-	-	-	t	-	k oo - k - e -	-	-	a - - f ä ng - t -	-	-
st	-55091	Skepe	1	- - -	l a ch	-	-	-	-	-	-	-	-	-	-	k ue - l e -	-	-	-	-	-	-	-	i n	-	-	n e	- ue - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m a - l - ch -	-	- - - - - -	-	-	-	-	-	-	-	-	a t	-	k ue - k e - -	-	-	- - - f ä ng - t -	-	-
st	55094	Gradzanowo Koscielne	1	d u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- uo - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b o l d - -	-	-	-	-	-	-	-	-	t o	-	k o - ch e - -	-	-	a n - f ä ng - t -	-	-
st	-55096	Modelka	1	t ou -	-	-	-	-	-	-	-	-	-	-	-	k o - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m ä - l - k -	-	b o ll - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	a n - f ä ng - t -	-	-
st	-55099	Makow Mazowiecki	1	- - -	-	-	-	sch i t	-	-	-	-	-	-	-	k aua - l o -	-	-	-	-	-	-	-	i n	-	-	n o	- o - w o - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ie	m a - l - k -	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	k au - k e n -	-	-	a n - f i nk - t -	-	-
st	55106	Susk	1	- - -	l aÿ	-	-	-	-	-	-	-	-	-	-	k u r l a -	-	-	-	-	-	-	-	e n	-	-	e	- uo - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ei	m a - l - k -	-	- - - - - -	g l ei ch	-	-	-	-	-	-	-	t o	-	k uo - k a - -	-	-	a - - f ä ng - t -	-	-
st	-55107	Zawidz Koscielny	1	- - -	l ai ch	-	-	-	-	-	-	-	-	-	-	k uo - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- ue - b e - -	-	-	-	-	-	-	d a	-	-	-	w a r d	-	-	-	-	d e	w a - l - ch -	-	b o l - - -	-	-	-	-	-	-	-	-	-	-	k uə - k e - -	-	-	- - - - - - - - -	-	-
st	55109	Kondrajec Szlachecki	1	t o -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	e n e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	- - - - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	a n - f a ng - t -	-	-
st	-55110	Kicin	1	- - -	l ä j	-	-	-	-	-	-	-	-	-	-	k öh - l e r	-	-	-	-	-	-	-	i n	-	-	d e n	- o - w e r -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	w o ll - - -	-	-	-	-	-	-	-	-	t	-	k o - k e r -	-	-	a n - f ä ng - t -	-	-
st	55111	Szostka	1	- - -	-	-	-	sch ü tt	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- o - f e n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
st	-55113	Kujawka	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l i ch -	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	-	-	- - - - - - - - -	-	-
st	55116	Osiek	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k o - l e -	-	-	-	-	-	-	-	e n	-	-	e	- o - f e - -	-	-	-	-	-	-	d a d	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	d	-	k o - k e - -	-	-	a - - f ä ng - t -	-	-
st	-55117	Nowe Karwosieki	1	- - -	l a ch	-	-	-	-	-	-	-	-	-	-	k uh - l e -	-	-	-	-	-	-	-	e n e	-	-	d e	- u - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d ie	m a - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k u - ck e - -	-	-	a - - f ä ng - t -	-	-
st	-55129	Lenie Male	1	- - -	l ä g	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	-	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	o b	-	k o - ck - t -	-	-	- - - - - - - - -	-	-
st	-55133	Meczenino	1	- - -	-	-	-	sch e d	-	-	-	-	-	-	-	k uo - l i -	-	-	-	-	-	-	-	e m	-	-	-	- uo - w i - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d i	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k uo - k i - -	-	-	a n - f e ng - t -	-	-
st	-55135	Dzierzaznia	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	n	- o - f e n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
st	-55137	Konary	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k o - l e -	-	-	-	-	-	-	-	e n	-	-	d e	- ua - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m a - l - ch -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k oa - k e - -	-	-	a n - f e nch - t -	-	-
st	-55139	Kozy	1	- - -	l e gg	-	-	-	-	-	-	-	-	-	-	k aua - l e -	-	-	-	-	-	-	-	i n	-	-	n o	d o - w o - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	-	m e - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	-	-	k au - k - t -	-	-	- - - - - - - - -	-	-
st	55140	Zglowiaczka	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	-	-	-	-	- - - - - - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	k o - ch - t -	-	-	- - - - - - - - -	-	-
st	55163	Grabkowo	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k au - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- o - b e n -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m a - l - k -	-	- - - - - -	g l ei ch	-	-	-	-	-	-	-	t o	-	k au - k e n -	-	-	a n - f ä ng - t -	-	-
st	-55164	Wieslawice	1	- - -	-	-	-	-	s t o p	-	-	-	-	-	-	k o - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	w a t	-	-	-	-	d e j	m a - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	-	-	k o - k e - -	-	-	- - - - - - - - -	-	-
st	-55166	Budy Borowickie	1	- - -	l ei ch	-	-	-	-	-	-	-	-	-	-	k o - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m ei - l - k -	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	k o - k e - -	-	-	- - - f ä ng - t -	-	-
st	-55169	Orszymowo	1	- - -	l ä g	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d	m e - l - k -	-	- - - - - -	-	-	-	-	r a sch	-	-	-	t o	-	k oo - k - e -	-	-	a - - f ä ng - t -	-	-
st	-55171	Nowy Dwór Mazowiecki	1	d oo -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	ö n	-	-	e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m a - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	t o	-	k o - k e - -	-	-	a n - f ä ng - t -	-	-
st	-55173	Kozie Glowy	1	t ü -	-	-	-	-	-	-	-	-	-	-	-	k öoh - l e n	-	-	-	-	-	-	-	i n	-	-	-	- ü - w e n -	-	-	-	-	-	-	d e ß	-	-	-	-	-	-	-	-	d e	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z e	-	k o - ch e n -	-	-	o n - f ä ng - t -	-	-
st	-55177	Brdow	1	d ou -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b o l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch a - -	-	-	oa n - f oa ng - t -	-	-
st	-55181	Psary	1	- - -	l e gg	-	-	-	-	-	-	-	-	-	-	k aua - l e -	-	-	-	-	-	-	-	i n	-	-	n e	- äou - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d	m e - l - k -	-	b a l - - -	-	-	-	-	-	-	-	-	-	-	k au - k - t -	-	-	- - - - - - - - -	-	-
st	-55187	Nowa Wies	1	- - -	l ae g	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	- - - - - -	-	-	-	-	-	-	-	-	t	-	k o - k e - -	-	-	- - - f ä ng - t e	-	-
st	-55189	Miszory	1	- - -	l e j	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	d eih t	-	-	-	-	-	d e	m e - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	-	-	k o - k e - -	-	-	- - - - - - - - -	-	-
st	5519	Berka vd Hainich	1	t o -	-	-	-	-	-	-	-	-	-	-	-	k o - ll e n	-	-	-	-	-	-	-	i n	-	-	d ä n	- u - b e n -	-	-	-	-	-	-	d ß	-	-	-	-	-	-	-	-	d e	m ö - l - ch -	-	b ah l - - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	- - - f ä ng - t -	-	-
st	-55191	Secymin Polski	1	- - -	l o sch	-	-	-	-	-	-	-	-	-	-	k uä - l e -	-	-	-	-	-	-	-	e n	-	-	e	- - - - - - -	k ä f e	-	-	-	-	-	d a t	-	-	d ai t	-	-	-	-	-	d ä	m a - l - k -	-	b ua l d - -	-	-	-	-	-	-	-	-	-	-	k ua - ck e - -	-	-	- - - - - - - - -	-	-
st	55210	Niechcianow	1	- - -	l e g	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	-	-	-	-	- - - - - - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	k o - ch - t -	-	-	- - - - - - - - -	-	-
st	-55216	Kaptury	1	- - -	l ä j	-	-	-	-	-	-	-	-	-	-	k uo - l e -	-	-	-	-	-	-	-	e n	-	-	n e	- uo - w e - -	-	-	-	-	-	-	d a t	-	-	-	w ä t	-	-	-	-	d e	m ä - l - k -	-	b o l - - -	-	-	-	-	-	-	-	-	-	-	k uo - ck e - -	-	-	- - - - - - - - -	-	-
st	-55218	Stare Miasto	1	t ü -	-	-	-	-	-	-	-	-	-	-	-	k öo - l - n	-	-	-	-	-	-	-	i n	-	-	d ie	- - - - - - -	-	-	-	k i ch	-	-	d e ss	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a ll - - -	-	-	-	-	-	-	-	-	z e	-	k o - ch e n -	-	-	oa n - f ä ng - t -	-	-
st	-55226	Tarnowka	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- o - f e n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
tu	-55238	Zychlin	1	- - -	-	-	-	sch i tt	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- o - f e n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	a n - f a ng - t -	-	-
tu	-55240	Kopojno	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	d ie	- - - - - - -	-	-	-	k i ch	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
tu	55244	Natalia	1	- - -	l e g t	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	d ie	- - - - - - -	-	-	-	k ü ch e	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	k o - ch - t -	-	-	- - - - - - - - -	-	-
tu	55252	Potrzaskow	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- o - f e n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
tu	-55254	Szamow	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - ll i ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
tu	-55258	Wierzchy	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	n	- o - f e n -	-	-	-	-	-	-	d e ss	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
tu	-55261	Gadowskie Holendry	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	d e n	- u - w i n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	b aa l t - -	-	-	-	-	-	-	-	-	z u	-	k o - ch - n -	-	-	o n - f ä ng - t -	-	-
tu	-55262	Turek	1	- - -	-	-	-	sch ü tt	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- o - f e n -	-	-	-	-	-	-	d e ß	-	-	-	-	-	-	-	-	d ie	m i - l - ch -	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	k o - ch - t -	-	-	- - - - - - - - -	-	-
tu	-55266	Sarbice	1	d u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- o - w e - -	-	-	-	-	-	-	d a t	-	-	-	w a	-	-	-	-	d e	m ie - l - k -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	k au - k e - -	-	-	- - - - - - - - -	-	-
