Index	Bogennummer	REDE_Namen	Sprache	IM	DES	-	WINTER	FLIEGEN	DIE	TROCKENEN	BLATTER	LAAB	DURCH	IN	LUFT	HERUM	UMEINANDER	RUND	UMBEI	__parsed_extra
tu	-55322	Marianow	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r o c k n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55326	Jozefow	1	I m	-	-	W i n t e r - -	f l ie h - n - - - - - -	d e r	t r e g e	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	55330	Morawki	1	I n	-	-	w i n t i - - -	f l e g - n - - - - - -	d e	d r u k n e	B l a l e	-	-	i n	L u f t	u m - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55331	Rzepiszew	1	I n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r o c k n e	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55338	Justynow	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	d e r r e n	B l e t t e r	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55344	Slomkow Suchy	1	I m	-	-	W i n t e r - -	f l ui ng - - t - - - - -	d a	-	B l ä k e n	-	-	i	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55349	Markowka	1	I m	-	-	W i n t a - - -	f l ie g - n - - - - - -	d i e	t r o c k n e	B l ä t t a	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55350	Rzgow	1	I m	-	-	W i n t e r - -	f l i - e n - - - - - -	d e r	t r u c k e n e	B l ä d r	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55354	Laznowska Wola	1	i m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d e r	T r u c k n e	B l ä t t e r	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55359	Kiebitztal (Kuznica)	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r o c k n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55360	Ostrow	1	-	-	-	- - - - - - - -	- - - - - - - - - - - -	-	-	-	-	-	-	-	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55361	Wielka Wies	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r o c k e n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55362	Suchcice	1	-	-	-	- - - - - - - -	f a l l e n - - - - - -	-	a b g e t r o c k n e t n	B l ä t t e r	-	-	-	-	r u n t r - - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55363	Siemkowice	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d r	t r u c k ' n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55365	Dobroslaw	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r o c k n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55366	Belchatów	1	i m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r o c k n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55373	Luszczanowice	1	i m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r o c k n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55375	Ozarow	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r o c k e n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55376	Jaworzno	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	v e r t r o c k n e t e	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55377	Natolin	1	A m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d e r	t r e u g e	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55382	Czarny Las	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	-	t r u c k e n e	B l ä t t e r	-	-	i m	-	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55383	Huta Stara A	1	A m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d e	t r e i g n	B l e e t e r	-	-	a	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
tu	55384	Myszkow	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d e r	t r o c k e n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	55387	Dabrowa Gornicza	1	I m	-	-	W i n t e r - -	- - - - - - - - - - - -	d e r	t r o c k n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55389	Kwaczala	1	I m	-	-	W i n t e r - -	f l ie h e n - - - - - -	d ' r	d r u c k e n e	B l ä d d e r	-	-	i n	L u f t	- - - - - r o m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55394	Freistadt (Fryštát)	1	I m	-	-	- - - - - - - -	- - - - - - - - - - - -	d e r	t r o c k e n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55408	Bistritz (Bystrice Nad Olsí)	1	I m	-	-	W i n t e r - -	f l ie g - - t - - - - -	d e r	t r o c k e n e	-	L a u b	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55411	Radziechowy	1	I m	-	-	W i n t e r - -	f l e j e n - - - - - -	d e r	t r u k n e n	B l a l e r	-	-	i n	L u f t	u m e r d u m - - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55415	Skomlin	1	I m	-	-	W i n t e r - -	f a l l e n - - - - - -	-	-	B l ä t t e r	-	-	-	-	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	a l l a b
tu	-55416	Kamesznica	1	I m	-	-	W i n t e r - -	f l öi g - n - - - - - -	d e r	t r u c k n ä	P l a l ä	-	-	i n	L u f t	u m - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55418	Schönwalde (Wrzosy)	1	E m	-	-	W i n t e - - -	f l ö c h e - - - - - -	-	-	B l ä d e	-	-	e m	L o f t	r e m e - - - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	-55425	Wyszewo	1	I m	-	-	W ie n t e r - -	f l ei g e - - - - - - -	n e	d r ö g e	B l ä r e	-	-	i n	L u f t	- - - - - r ü mm e - - - -	- - - - - - - - - - - -	-	-	-
tu	-55522	Nojewo	1	i m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r o c k n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	5717	Illeben	1	I m	-	-	W äi n t e r - -	f l ie g e n - - - - - -	d i e	t r o c k n e n	B l ä t t e r	-	d ä r c h	-	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
tu	573	Lykowo	1	I m	-	-	W î n t e r - -	f l ei g e - - - - - - -	n e	d r ö ̂ g e	B l ä ̂ r e	-	-	i n	L u f t	- - - - - r ü mm e - - - -	- - - - - - - - - - - -	-	-	-
tu	5730	Gebesee	1	I ’	-	-	W i n t e r - -	f l ei - - n - - - - - -	d ’	d r o c k ’ n	B l ä d d ’ r	-	d o r c h	-	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
tu	5752	Thalborn	1	I m	-	-	W i n t e r - -	f l ei - - n - - - - - -	d e r	t r o k n	B l ä t t e r	-	-	i n	L o f t	- - - - - r e mm - - - - -	- - - - - - - - - - - -	-	-	-
tu	5774	Nirmsdorf	1	E n	-	-	W i n t e r - -	f l ei - - n - - - - - -	d r	d r o c k n e n	B l ö t t e r	-	-	e n	L o f t	- - - - - r e mm - - - - -	- - - - - - - - - - - -	-	-	-
tu	5810	Crölpa-Löbschütz	1	I n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d r	t r u c k e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i m̄ - - - - -	- - - - - - - - - - - -	-	-	-
tu	5827	Krössuln	1	I	-	-	W i n t e r - -	f l ie g e n - - - - - -	d r	t r u c k n e n	B l e t t e r	-	-	i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
tu	584	Dunowo	1	J m	-	-	W i n t e - - -	f l ei g a - - - - - - -	d e i	d r ö g a	B l ä d e	-	d ü r c h	-	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	d ü r c h
tu	5863	Michelwitz	1	I n	-	-	W e n t e r - -	f l ie g e n - - - - - -	d e	d ä r r n	B l ä t t e r	-	d o r c h	-	L u f t	r ü m h a r - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	5867	Hollenbach	1	I m	-	-	W ei n d e r - -	f l ie g e n - - - - - -	d ' r	t r o c k n e n	B l ä t t e r	-	-	i n	L u f t	- - - h e rr i mm - - - - -	- - - - - - - - - - - -	-	-	-
tu	5875	Schlotheim	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d i e	d ä r r n	B l ä t t e r	-	d ö r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6074	Obertopfstedt	1	I	-	-	W i n t e r - -	f l ä i g e ̆ n - - - -	d e	t r o c k e n	B l e t t e r	-	d ä r c h	-	L o f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
tu	6089	Etzleben	1	I '	-	-	W i n t e r - -	f l e g - n - - - - - -	d e	t r o c k n e n	B l ä t t e r	-	d e r c h	-	L o f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6105	Allerstedt	1	I n	-	-	W i n t e r - -	f l a i h n - - - - - -	d e	d r o c k n ' n	B l ä t t e r	-	d o r c h	-	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
tu	6116	Gleina	1	I m	-	-	W i n t e r - -	f l e i ' n - - - - - -	d ' r	t r o c k ' n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6129	Kleinkayna/Kleinkaina	1	I n	-	-	W i n t e r - -	f l e i ' n - - - - - -	d e	t r o c k n e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6168	Rehbach	1	I n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r o c k e n	B l ä t t e r	-	d u e c h	-	L u f t	e u m - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	6171	Mengelrode	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r i e g e n	B l e t t e r	-	d e r c h	-	L u f t	- - - - - r i mm e - - r -	- - - - - - - - - - - -	-	-	-
tu	6185	Kirchworbis	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r i h e n	B l e t t e r	-	d ä r c h	-	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
tu	6196	Grosswenden	1	I n ' n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e	t r o c k n -n	B l ä t t e r	-	d ä r c h	-	L u f t	u m h a r - - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	6341	Auleben	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d ĕ	t r o c k n	B l e t t e r	-	d ä r c h	-	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6359	Hackpfüffel	1	I m	-	-	W i n t e r - -	f l i ë g e n - - - - -	d i e	t r o c k ' n	B l e t t e r	-	d ä r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6371	Mittelhausen	1	I n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d r	t r o c k e n	B l e t t e r	-	-	i n	L u f t	r u m h a r - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	6388	Stedten	1	I n	-	-	W i n t e r - -	f l e i ' n - - - - - -	d ' e	t r o c k n e n	B l a t t e r	-	d o r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6400	Ammendorf	1	I '	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e	t r o c k n e n	B l ä t t e r	-	d o r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6418	Glesien	1	I m	-	-	W i n t e r - -	f l ie h e n - - - - - -	d i e	t r e g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6426	Zwinge	1	I n	-	-	W i n t e r e -	f l e i h t - - - - - -	d e	d r ü h n	B l o a	-	-	i n	L u f t	- - - - - r ü mm e - - r -	- - - - - - - - - - - -	-	-	-
tu	6472	Stolberg (Harz)	1	I n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	-	B l e t t e r	-	d e r c h	-	L u f t	u m - h e r - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	6577	Walkenried	1	J n '	-	-	W i n t e r - -	f l ie g - n - - - - - -	-	t r ü h n ' n	B l ä t t e r	-	-	i n '	L i f t e n	r i m h a r - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	6593	Königerode	1	I n	-	-	W i n d e r - -	f l e g - n - - - - - -	d '	d r u c k ' n	B l e d d e r	-	d ä r c h	-	L u f d	r i m m ä r - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	6610	Vatterode	1	I n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d ' r	t r u c k e n ' n	B l e t t e r	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6630	Freist	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r o c k e n e	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6656	Drehlitz	1	I m	-	-	W i n t e r - -	f l i - e n - - - - - -	d i e	d r e e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6660	Möst	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r e h e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6682	Ramsin	1	I n	-	-	W i n t e r - -	f l ie h - n - - - - - -	d r	d r e h ' n	B l e t t e r	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6690	Braunlage	1	J m	-	-	W i n t e r - -	f l e i - e n - - - - -	d e	d r e g e n	B l ä d e r	-	d o r c h	-	L u f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6705	Rieder	1	I m	-	-	W I n t e r - -	f l e i - e n - - - - -	d e	d r ē e n	B l ä d e r	-	d o r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6793	Riefensbeek	1	J m	-	-	W i n t e r e -	f l ei j e - t - - - - -	d e r	d r ö g e n	B l ä e r e	-	-	i n	L u f t	- - - h e r ü m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6801	Neuwerk	1	J n	-	-	W i n t e r - -	f l ei h - n - - - - - -	d e	d r e h e n	B l ä d e r e	-	d o r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6821	Aschersleben	1	J m	-	-	W i n t e r - -	f l ai g e n - - - - - -	d e	t r u c k e n e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6831	Gröna	1	I m	-	-	W i n t e r - -	f l i e e n - - - - - -	d e i	d r e e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - h e r -	- - - - - - - - - - - -	-	-	-
tu	6848	Elsdorf	1	I m	-	-	W i n t e r - -	f l i - e n - - - - - -	d e	t r e e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	688	Pregowo Zulawskie	1	E m	-	-	W i n t e r - -	f l ee g e - - - - - - -	d e	d r e e g e	B l ä d e r	-	d o r c h	-	L o f f t	h e r o m m - - - - - - -	- - - - - - - - - - - -	-	-	-
tu	6891	Danstedt	1	J n	-	-	W i n t e r - -	f l e i h t - - - - - -	d e r	d r ö h e n	B l ä h r e	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6960	Abbenrode	1	I n	-	-	W i n t e r - -	f l ei h e - t - - - - -	d e	d r e h e n	B l ä e r	-	d o r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	6981	Emersleben	1	J n ' n	-	-	W i n t e r - -	f l ei - e - t - - - - -	d e h	d r ö e n	B l ä d e r	-	d o r c h	-	L u f t	- - - - - r u m - h e r -	- - - - - - - - - - - -	-	-	-
tu	6995	Egeln	1	I n	-	-	W i n t e r - -	f l e i - e n - - - - -	d i	d r ö j e n	B l ä d e r	-	d o r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	7007	Eickendorf	1	I m	-	-	W i n t e r - -	f l ei g e n - - - - - -	d e	d r o c k e n e n	B l ä d e r	-	d o r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	7022	Kämeritz	1	J n ' n	-	-	W i n t e r - -	f l e h ' n - - - - - -	d i e	d r ö h e	B l ä d e r	-	d o r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
tu	7033	Natho	1	I n ' n	-	-	W i n t e r - -	f l e h - n - - - - - -	n e	t r e e n	B l ä d e r	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7180	Liemehna	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e	d r e e g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	7198	Röcknitz	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r o c k e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7212	Lausa	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r ö g e n	B l e t t e r	-	d u r c h	-	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	7225	Kosilenzien	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r e e g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	7246	Kahla	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d i e	t r e g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e rr i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7253	Ruhland	1	I m	-	-	W i n t e r - -	f l i e c h e n - - - -	d i e	t r o c k n e n	B l e t t e r	-	d u r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7263	Lauta	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r o c k n e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7363	Brösa	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r ö g e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7371	Falkenberg	1	I n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	d r e g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7384	Rosenfeld	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r e g e	B l ä t t e r	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7394	Wiederau	1	I n n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r e e g e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i mm e - - r -	- - - - - - - - - - - -	-	-	-
uv	74	Gwiezdzin	1	J m	-	-	W i n t ä - - -	f l e i j e ' - - - - -	d	d r ö h g ä	B l ä h d e	-	d ö ö	-	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	7412	Lugau	1	I m	-	-	W i n t e r - -	f l i - e n - - - - - -	d i e	t r e g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7427	Dollenchen	1	I m	-	-	W i n t e r - -	f l ie h - n - - - - - -	d i e	t r u g e n	B l ä t t e o	-	d u r c h	-	L u f t	- - - - - r u mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	743	Rudki	1	I m	-	-	W i n t i - - -	f l e g e - - - - - - -	d e	d r ö g a	B l ä i d e	-	d ö c h	-	L u f t	- - - h e r ü m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7435	Petershain/Neupetershain	1	I m	-	-	W i n t e r - -	f l ie h - n - - - - - -	d i e	t r e g e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	748	Budy	1	I m	-	-	W i n t ä - - -	f l i - g e - - - - - -	d e	d r ö g e	B l e i d e	-	d ö c h	-	L u f t	- - - - - r ü mm e - - - -	- - - - - - - - - - - -	-	-	-
uv	7529	Schleesen	1	I n ' n	-	-	W i n t e r - -	f l ie h e n - - - - - -	d e h	d r e h e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7546	Bleddin	1	I n ' n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d ę	d r e h e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7562	Klossa	1	I n ' n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e	d r e h e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	7576	Werchau	1	I m	-	-	W i n t e r - -	f l i - e n - - - - - -	d i e	d r e e ̯	B l ä t t e r	-	-	i n	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	i m r i n t	-	-
uv	7586	Wendisch Drehna/Walddrehna	1	I n	-	-	W i n t e r - -	f l ie h - n - - - - - -	d e	d r e h e	B l ä t t e r e	-	-	i n	L u f t	r i m ̄ e r - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	7596	Schlabendorf	1	I m	-	-	W i n t e r - -	f l ie h - n - - - - - -	d i e	t r e e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u mm e - - r -	- - - - - - - - - - - -	-	-	-
uv	760	Zakrzewo	1	I m	-	-	W i n t a - - -	f l ei g e - - - - - - -	d e i	d r ö g a	B l ä d e	-	d ö ö	-	L u f t	a r ü m m e - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	7688	Straach	1	I m	-	-	W i n t e r - -	f l e e n - - - - - - -	d e	d r e -e n	B l ä d e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	769	Nowy Dwor	1	I m	-	-	W i n t e r - -	f l ei j a - - - - - - -	d e i	d r ö g a	B l ä d a	-	d ö c h	-	L u f t	- - - - - r ü mm a - - - -	- - - - - - - - - - - -	-	-	-
uv	7696	Rahnsdorf	1	I n	-	-	W i n t e r - -	f l i - e n - - - - - -	d i e	t r ä e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7710	Rohrbeck	1	I n ' n	-	-	W i n t e r - -	f l ie h - n - - - - - -	d e	d r ö e n	B l ä d e r e	-	d ö r c h	-	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	u m m e ' r i n g
uv	7721	Wahlsdorf	1	I n d ä n	-	-	W i n t e r - -	f l i - e n - - - - - -	d i e	d r e i j e n	B l ä d e r e	-	d ö r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7732	Hohendorf	1	I n	-	-	W i n t e r - -	f l ie h e n - - - - - -	d i e	d r e î e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7747	Treppendorf	1	I m	-	-	W i n t e r - -	f l ie h - n - - - - - -	d i e	t r e e e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7758	Sacrow	1	I n	-	-	W i n t e r - -	f l ie h - n - - - - - -	d i e	t r u c k n e	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
uv	7964	Zedtlitz	1	I m	-	-	W a n t e r - -	f l ie g e n - - - - - -	d a r	t e r e i c h e n	B l ä t t e r	-	-	i n	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	h i n c h a r
uv	7979	Hohnbach	1	I n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	t r e u c h e n	B l ä t t e r	-	d u r c h	-	L u f t	d a o r i m - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	80004	Grindelwald	1	I m	-	-	W i n t e r - -	f l ei g e n - - - - - -	d e r	t r o c k e n e n	B l e t t e r	-	-	i n	L u f t	u m h a - - - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	80023	Bosco	1	É m	-	-	W é n t a r - -	f l e i g a n - - - - -	d é r	t r o c k n u	B l a t t a r	-	-	i	L u f t	u m m a r - - - - - - - -	- - - - - - - - - - - -	-	-	-
uv	8011	Ziegra	1	I n	-	-	W i n t e r - -	f l i g - n - - - - - -	d e r	t r o i g e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
uv	803	Lunawy Male	1	I m	-	-	W i n t e - - -	f l e g e - - - - - - -	d e	d r e g e	B l ä d e	-	d ö r c h	-	L u f t	- - - h e r ü m - - - - -	- - - - - - - - - - - -	-	-	-
uv	8032	Rausslitz	1	I n	-	-	W i n d e r - -	f l ie g - n - - - - - -	t e r	t r e u c h e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
uv	8055	Coswig	1	I n	-	-	W i n t e r - -	f l ie g - n - - - - - -	d e	t r o i n g	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
