Index	Bogennummer	REDE_Namen	Sprache	WS9Transliteration
bc	15096	Preist	1	Eich sein - bei der Fraa gewest on - hun et - ihr - gesot on - sei - - sot - - se - - det - et och - ihrer Doechter - - - son - -
bc	15118	Pohlbach	1	Öch sehe - be der Frau gewäs un - hann at - - - gesot unn - die hat - gesot - - se - - dät - - - - ihrer Duchter - - - sohn - -
bc	15137	Kautenbach	1	Eich woa - bei der Fra gewäst und - honn et - er - gesat und - se - - saot - - se - - woll - tet aag - ihra Dogder - - - saon - -
bc	15334	Kirchberg (Hunsrück)	1	Eich sein - bei der Fra gewes un - honn et - ehr - gesaat un - sie - - saat - - sie - - wolld - et aach - ehrer Doochter - - - saan - -
bc	15349	Ellern (Hunsrück)	1	Euch war - beu d'r Fra - unn - honn s - 'r - gesahd unn - se hott - sahd - - se - - wolld - 's ag - ehrer Dogder - - - sahn - -
bc	1536	Heidlauken (Bugorki)	1	Ek si - bi di Fru gewese on - hew et - ähr - gesecht on - se - - säd - - se - - wull - et ok - ärer Dochter - - - segge - -
bc	15365	Bingen am Rhein	1	Ich bin - bei de Frā gewesen unn - hawe 's - ĕr - gesaat unn - sie hot - gesaat - - sie - - wollt - 's āch - ihrer Dochter - - - saa - -
bc	15394	Finthen	1	Jch sein - bei der Fra gewese un - hab es - ihr - gesat un - sie - - sat - - sie - - wollt - 's ach - ihrer Tochter - - - sage - -
bc	1540	Heinrichswalde	1	Eck si - bi dä Fru gewese un - hebb et - är - geseggt und - see - - säd - - se - - wul - et ok - ährer Dochter - - - segge - -
bc	15418	Schneeberg (Sněžník)	1	Jch bi - ba da Fra gewasen und - ho 's - a - geso(a)t und - sie - - so(a)te - - sie - - wellt - 's a - ihra Tochta - - - so(a)n - -
bc	15503	Zettel (Sedlo)	1	Ich bi - be d'r Fraa gewa(a)s'n un - ho s - a'ra - gsoht un' - sie - - sohte - - sie - - wullt - s a - ihrer Tucht'r - - - soh'a - -
bc	1552	Pazuizen	1	Eck sie - bie de Fru gewese un - hebb er - et - gesȃgt un - se - - sed - - se - - wu[ - et ok far äre Dochter - - - sägge - -
bc	15538	Wisterschan (Bystřany)	1	Jch bin - bei der Frah gewasen und - hob' s - er - gesoht und - sie - - sohte - - sie - - wullt - 's a - ihrer Tuchter - - - sohn - -
bc	15550	Malschen (Malečov)	1	Ich bie - bai dar Fraan g'wast un - hoob 's - - - g'soht un - sie - - sohte - - sie - - will - 's a - ihrar Tuchtarn - - - sohn - -
bc	15638	Lukawetz (Lukavec)	1	Ich bin - bei dar Fra gewast und - hob s - r - gesot u - sie hout - gesot - - sie - - welde - s a - ihrer Tuchtr - - - son - -
bc	1565	Gierver Lauken	1	Eck si - bi de Fru gewese un - hebb et - ehr - gesecht un - se - - seed - - se - - wull - et uck - erer Dochter - - - segge - -
bc	15681	Neudorf (Vrchběla)	1	Ich bie - ba dr Frou gewaast und - ho s - r - gesoht und - se - - sohte - - se - - welld - es ou - ihr(e)r Tôchtr - - - sohn - -
bc	15685	Gastorf (Hoštka)	1	Ich wor - bei dr Fra - und - ho s - 'r - gesoht und - sie - - sohte - - sie - - wulde - es a - ihrer Tuchter - - - sohn - -
bc	15690	Wegstädtl (Štětí)	1	Ich bi - ba dr Fra gewast und - ho s - r - gesoht und - sie - - sohte - - sie - - wöllde - 's a - ihrer Tuchter - - - son - -
bc	1571	Schmalleningken	1	Oeck si - bi de Fru gewä[ un - hebb ött - är - gesecht un - se - - säd - - se - - wull - ött uck - äre Dochter - - - segge - -
bc	15725	Nixdorf (Mikulášovice)	1	Eck sent - bi a Fru gewese on - heb ett - ä - gesägt on - se - - säd - - se - - wull - et ock - ära Tachta - - - segge - -
bc	1573	Groß Dirschkeim (Donskoye)	1	Ich bieh - bei dr Frou gowast und - ho ß - r - gosoht und - sei - - sohto - - sie - - wällt - s ou - ihr'r Tochtor - - - sohn - -
bc	15751	Rückersdorf (Dolní Řasnice)	1	Ich wor - ba dār froun - un - ho s - er - gesoit un - se - - soit - - se - - wolt - s ou - erer tochtr - - - soin - -
bc	1578	Rantau (Zaostrov'Ye)	1	Ek si - bi dă Fru gewäse onn - hebb èt - äh - geseggt onn - sé - - säd - - sé - - wull - èt ok - ärà Doȃchtà - - - seggè - -
bc	158	Polczyn-Zdroj	1	Ick bü - bi de Fruge wäst ŭ - heww t' - ähr - sejjt ŭ - sei - - säd - - sei - - wu - 'tt uck - ähre Dochte - - - sejje - -
bc	1580	Schulstein (Vol'Noe)	1	Eck si - bi 'a Fru gewesen on - hebb et - ea - geseggt on - se - - sed - - se - - wull - et ok - era Dochta - - - segge - -
bc	15807	Kamnitz-Neudörfl (Kamenická Nová Ví	1	Ihch bie - bei da Fraa gwaast und - ho s - a - gsuat und - sie - - suate - - sie - - wi - es - - ihra Tuchta - - - suan - -
bc	15824	Zwickau (Cvikov)	1	Jech bie - dei dar Frou gewast und - hoa 's - r - gesoat und - sie - - soate - - sie - - wellt - 's ou - ihror Toachtr - - - soan - -
bc	15847	Christophsgrund (Kryštofova Údolí)	1	Ich bie - bei dr Froun gewast u - ho͜a s - r - gesoaht u - sie - - soahte - - sö - - wollt - s ou - ihrer Tochtrn - - - so͜ahn - -
bc	15858	Gränzendorf (Hraničá)	1	Ich bin - bei dr Froue gewast u - ho s - 'r - gesoot u - se - - soote - - se - - wöll - s ou - ihrer Toachter - - - sōn - -
bc	1588	Alt Susimilken (Tarassowka)	1	Oeck sie - bi de Fru gwese on - heb et - er - gesegt on - sö - - sed - - sö - - wöll - et ock far öre Dochter - - - segge - -
bc	15971	Puletschnei (Pulečný)	1	Ich bin - bei dar Frouö g(e)wast und - ho 's - 'r - g(e)soht und - se - - sohte - - se - - wellt - s ou - ihr'r Tochtrn - - - sohn - -
bc	15975	Graber (Kravaře)	1	Ich bî - bei dâr Frâ gewâst und - hô 's - r - gesôt und - sie - - sôta - - sie - - wart - 's - - ihrer Tucht(e)rn - - - sôn - -
bc	15989	Thammühl (Staré Splavy)	1	Ich bi - bei dr Froun gwasn und - ho - - er s gsogt und - sie - - sogte - - sie - - wullte - es ou - ihrer Tuchtern - - - son - -
cd	15995	Proschwitz (Česká Proseč)	1	Ich bie - bei dar Frau gewast und - ho s - or - gesot und - sie - - sote - - sie - - wel - s ou - ihrr Tochtor - - - son - -
cd	16007	Harrachsdorf (Harrachov)	1	Ich bin - bei dan Weibe gewast on - hoh s - r - gesoht on - se - - sohte - - se - - well - s ou - ihrer Tochter - - - son - -
cd	16015	Witkowitz (Vítkovice)	1	Ich bin - be n Weiba gewâst un - ho̬ s - ə - gesô̬t on - se - - sô̬ta - - se - - wär - sch â - êhrə Tochtə - - - sô̬n - -
cd	16050	Forst (Fort)	1	Ich bin - bei da Frau gewāßt an - hō ß - a - gesǟt on - sie - - sǟt - - sie - - well - 's a - ihra Tochtn - - - sǟn - -
cd	16063	Gabersdorf (Libeč)	1	Ich bin - bei der Frau gewast on - ho - - r - gesort on - se - - sorte - - sie - - wüllt - s a - ihrer Tochter - - - sorn - -
cd	16083	Bodisch (Bohdašin)	1	Ich bin - bei do Frau gewast on - ho s - o - gesäht on - die - - sähte - - die - - will - 's - - do Tuchto - - - sähn - -
cd	16139	Zwitschin (Zvičina)	1	Ich bin - be dr Frau gewast on - ho s - ihr - geseht an - sie - - seht - - sie - - will - s a - ihrer Tochter - - - sehn - -
cd	16154	Großbock (Velká Bukovina)	1	Jch bin - bei dor Frau gewaßt on - ho s - roa - gesorat - - - - - - - - sie - - wullt - s a - ihr(e)r Tôchtear - - - soarn - -
cd	16179	Schmiedeberg (Kovářská)	1	Jch wår - b[a?] da[ne?]r Fra - un - hoo - - r sch gasoocht un - sie - - sååt - - sie - - wull - s aa - ihrer Tochtr - - - sogn - -
cd	1626	Tulpeningken (Zarečnoe)	1	Öck sie - bie de Fru gewäse un - häbb ett - er - gesecht un - - - - - - - se - - wull - et ok - äre Dochter - - - segge - -
cd	16276	Waitzengrün (Loučná)	1	Ih bi - ba derer Frau gwesn u - hou 's - ihr - gsågt u - sie - - sågt - - si - - wöllt - 's a - ihrer Tochta - - - sogn - -
cd	1628	Wisborienen (Livny)	1	Eck sie - bie de Fru gewese on - hebb et - er - geseggt on - se - - sed - - se - - wull - et uck - ere Dochter - - - segge - -
cd	16298	Sittmesgrün (Mezirolí)	1	I bin - ba da Frau gwes'n u - how - - ar as gsågt u - sie haut - gsågt - - sie - - wll - s a - ihra Tochta - - - sog'n - -
cd	16322	Petersdorf (Petrov)	1	Ich bin - ba da Fra gwehn und - ho - - ar as xoagt und - sie - - soagt - - sie - - wüh - s ah - ihra Tochter - - - song - -
cd	16338	Podletitz (Podlesice)	1	Ich bi - bei da Frau gwén und - hob - - er as gsócht und - sie hot - gsócht - - sie hot - - - 's a - ihrer Tochter - - - sóg̃n wolln -
cd	16442	Kropitz (Krapice)	1	I bin - v n Wai gwest u - ho - - ara 's gsagt u - si haut - g'sagt - - si - - möcht - 's - - ira Tochta - - - sog'n - -
cd	16470	Ebersfeld (Podlesi)	1	Ich bin - bei der Frau gwesn und - ho s - ihr - gsågt und - - håt - gsagt - - sie - - will - es auch - ihrer Tochter - - - sogn - -
cd	16491	Rabensgrün (Haje)	1	I bin - ba dåu Frau gwesn u - ho s - ihr - gsågt u - sie håut - gsågt - - sie - - wüil - s - - ihra Tochta - - - sågn - -
cd	16523	Lintsch (Hlineč)	1	Ich bin - ba da Frau gwest o - ho - - år ås gsågt o - sie hout - gsågt - - sie hont - - - s - - ihrn Måele - - - sogn wolln -
cd	1654	Postnicken (Zalivnoe)	1	Eck sie - bi a Fru gewese on - heb et - äha - gesegt on - se - - säd - - se - - wull - ett ok - ähra Dochta - - - segge - -
cd	16602	Klotantschen (Kotaneč)	1	Ich bin - bâ dera Frau gwen und - hob s - ija - gsâgt u - sie - - sâgt - - sie - - will - s aa - ihra Tochtâ - - - sogn - -
cd	16610	Tschernowitz (Černovice)	1	Ich wor - bei der Fra gewen und - ho - - er es gsocht und - sie hot - gsocht - - sie - - werd - s - - ihre Tochter - - - sogn - -
cd	16625	Hawran (Havraň)	1	Jch bie - bei dr Fra gewesen un - ho - - r is gsocht un - sie - - socht - - sie - - will - s a - ihrer Tuchter - - - sogn - -
cd	16636	Liebshausen (Libčeves)	1	Jch bin - bei dar Fraa gewasen un - hob s - er - gesoot un - sie - - soote - - sie - - wullte - es a - ihrer Tuchter - - - soan - -
cd	1664	Labagienen/Haffwinkel (Zalivino)	1	Ek si - bi de Fru gewese on - heb et - ä - gesegt on - se - - säd - - se - - wull - et ok - ära Dachta - - - segge - -
cd	16670	Priesen (Březno)	1	Ich bin - bei de Frau gewēßt un - hǒb - - er es gsōcht und - sie hōt - gsōcht - - sie - - wěrd - s - - ihrar Tochtar - - - sōgñ - -
cd	16689	Libeschitz (Liběšice)	1	J̄ch bĭ - bei de Frā gewēn un - hob - - er es gsōcht un - sie hǒt - gsōcht - - sie hǒt - - - s - - ihrar Tochtar - ā - sōgñ wolln -
cd	16725	Leschkau (Ležky)	1	Ich bin - bo da Frau gwehn und - hob - - ar as gso̊gd und - sie hod - gso̊gd - - ich - - woll - 's - - ihra Dochda - a - sog̃n - -
cd	16739	Pschoblik (Pšovlky)	1	Ich bi - bo de(r) Frā g'wen und - hob - - ar (e)s gsocht und - sie hot - gsocht - - sie - - will - 's a - ihr'n Mal - - - song - -
cd	16751	Prag-Smichow (Smíchov)	1	Ich bin - bei dar Frau gewast und - hoa 's͜ - 'r - (geso͜at1) ond - se - - (so͜ate1) - - se - - watt - 's o͜a - ihrer To͜achter - - - (so͜an1) - -
cd	16755	Weißbach (Bílý Potok)	1	Ich bin - bei der Frau gewesn u - habe es - ihr - gesagt u - sie - - sagte - - sie - - wolle - es auch - ihrer Tochter - - - sagn - -
cd	16770	Schediwy (Šediviny)	1	Ich bin - bei dr [X?]n gewast on - ho s - r - gesät on - se - - säte - - se - - wellt - s a - err Tochter - - - sen - -
cd	16775	Friedrichswald (Orlické Záhoří)	1	Ich bin - bei dam Weiwe gewast o͡an - ho͡a s - 'r - gesät o͡an - se - - sät - - se - - wat - s a - 'm Mädla - - - sän - -
cd	16801	Böhmischdorf	1	Ich bin - bei m Weibe gewast ond - ho s - r - gesät ond - se - - säte - - se - - will - s a - ihrr Tochtr - - - sän - -
cd	16814	Rokitnitz (Rokytnice)	1	Ich bin - bei dr Frau gewaast on - ho s - r - gesoit on - sie - - soit - - sie - - wäl - s ach - ihrer Tochter - - - soin - -
cd	1683	Kreuzingen (Bol'Shakovo)	1	Oek si - bi de Fru gewese un oek heb et - ehr - gesecht un - se - - saed - - se - - wull - et ok - ehre Dochter - - - segge - -
cd	16876	Nieder-Ullersdorf (Dolní Boříkovice	1	Ich bin - bei d'r Frau gewast u - ho s - r - gesät u - sie - - mänte - - sie - - will - es a - ihrer Tochter - - - sän - -
cd	16889	Heinzendorf (Hynčice Nad Moravou)	1	Ich bin - bei dar Frah gawaßt on - ho s - er - gesät on - sie - - sät - - sie - - well - s a - ihrer Tochtr - - - sän - -
cd	16907	Karlsdorf	1	eχ bêən - baê dŋ fraů gəwāst ůn(t) - - - - - - - - - ʃə - - ʃēət - dös - - - - - es ā - dŋ toχtŋ - - - ʃēən wuŷt -
cd	16932	Kuhberg	1	Ich bin - bei der Frau gewast und - ho s - ihr - gesäät und - sie - - sääte - - sie - - well - s a - der Tochter - - - sään - -
cd	16949	Rausen (Rusín)	1	Ich bïrn - bei der Fra gewast ond - hå 's - ihr - gesät ond - sie - - säte - - sie - - wollte - es a - ihrer Tochter - - - sän - -
cd	1698	Buttkuhnen (Pokrovskoe)	1	Eck sie - bie de Fru gewese un - hebb et - är - gesecht un - se - - sät - - se - - wull - et - var ähre Dochter - - - segge - -
cd	16991	Breitenau (Bretnová Široká Niva)	1	Ech biën - bei dr Fra gewast und - ho̊ s - r - gesäht und - se - - säht - - se - - wiül - s - - ihrer Tochtr - a - sähn - -
cd	17012	Lobenstein (Úvalno)	1	Ech wor - bei dr Frau gewasn u - ho s - 'r - gesejt u - sie - - sejt - - sie - - well - s a - dr Tochtr - - - sejn - -
cd	17029	Lohhäuser (Slatina)	1	Ich bin - ba da Frau gwest u - ho - - ra s gsogt u - sie hout - gsogt - - sie - - wüll - s a - ira Tochta - - - sogn - -
cd	17061	Deutsch Thomaschlag (Německé Domasl	1	I bin - ba ran Wei gewest u[n] - ho - - ra - g'sagt u - sie - - sagt - - sie - - wollt - 's a - ihrara Tochta - - - sog'n - -
cd	17075	Polinken (Polínka)	1	I bin - ba da Frau gwest und - ho s - ihr - gsågt und - sie haut - gsogt - - sie - - will - s - - da Tochta - - - sog'n - -
cd	1708	Baltruschatschen (Jakovlevo)	1	Oek sie - bi de Fru gewäse on - hebb et - är - gesecht on - se - - säd - - se - - wull - et ok - ährer Dochter - - - segge - -
cd	17138	Albersdorf (Písařova Vesce)	1	Ich bin - boa då Frau gwest u - ho - - r as gso̊gt u - sie ho̊ut - gso̊gt - - sie - - wül - s a - ihra To̊chta - - - so̊gn - -
cd	17151	Damnau	1	I bin - fa dera Frau gwes'n und - ho s - ihr - gsågt und - sie håut - gsågt - - sie - - wül - s - - ihra Tochta - - - sogn - -
cd	17174	Piwana (Piňovany)	1	Ich bin - ba da Fraua gwest und - ho - - ar as gsågt und - sie håt - gsågt - - sie - - wül - s a - ihrara Tochta - - - sogn - -
cd	17178	Kottiken (Chotíkov)	1	Ich bin - ba d(e)r Frau gwest und - ho s - ihr - gsågt und - sie håt - gsågt - - sie - - wöllat - s a - ira To(a)chta - - - sägn - -
cd	17244	Dianaberg (Diana)	1	Ich bin - bə də Frau gwest und - how - - ərə 's gsàgt und - sie hàut - gsàgt - - ich - - soll - 's ā - ihrə Tàchtə - - - sog'n - -
cd	17266	Wiedlitz (Vidice)	1	I bin - bo da Frau gwest und - ho s - ia - gsogt und - sie hout - gsogt - - sie - - wiad - s a - ihra Tochta - - - sogn - -
cd	17273	Honositz (Honezovice)	1	Ich bin - bao dao Frau gwest und - ho 's - ihr - gsogt und - sie hot - gsogt - - sie hot - - - s a - ihrao Tochtao - - - sogn weln -
cd	17281	Dobrzan (Dobřany)	1	I bin - ba dian Wei gwēst und - ho s - ia - gsogt und - sie hot - gsogt - - sie - - wiad - 's a - ihra Tochta - - - sogn - -
cd	17306	Blisowa (Blížejov)	1	Ich bin - vo da Frau gwest und - ho' s - iha - gsogt und - sie hot - gsogt - daß s' haot - - - es a - ihra Tochta - - - sogn welln -
cd	17309	Hilbeten	1	Ich bi - ba dr Frau gwast un - ho - - ar s gsågt un - sie - - sågt - - ich - - woll - tz a - eur Tochta - - - sågn - -
cd	17325	Schönwald (Strážná)	1	Ich bin - bei dr Frau gewast on - ho 's - ihr - gesät on - sie - - säte - - sie - - wad - 's au - ihrer Tochter - - - sän - -
cd	1733	Rottenen (Raktino)	1	Eck sent - bi r Fru gewese on - hebb et - ähr - gesejt onn - se - - säd - - se - - wull - et ok - ähre Dochter - - - segge - -
cd	17374	Ober-Ullischen (Horní Olešná)	1	Ich bin - bei dr Frau gewasn un - hor s - er - gesejt und - sie - - sejt - dos s - - - - es a - ihrer Tochtr - - - sejn wird -
cd	17389	Bergstadt (Horní Město)	1	Iéch ben - bei d(e)r Frau g(e)wast und - ho as - er - gesät und - si - - sät - - se - - wü - ß a - ihrer Tochter - - - säen - -
cd	1741	Pojerstieten (Kolodcy)	1	Ek ben - bi a Fru gewese on - hew et - är - gesegt on - se - - segt - - se - - well - et ock - ära Dachta - - - sege - -
cd	17433	Ranigsdorf (Linhartice)	1	Eich bei - bu de Fro gewest un - ho s - - - gesogt un - sei hot - gosogt - - sei - - wei - s o - ihrer Tochto - - - sogn - -
cd	17442	Müglitz (Mohelnice)	1	Ich wår - pei dĕr Frau - un - hōb - - ĕr s gesŏkt un - sie hot - gesŏkt - - sie - - wollt - s ā - ihrer Tochter - - - sōgn - -
cd	17460	Ribnik (Rybniček)	1	Ech war - bei dr Frau gewast und - ho s - er - gesät und - sie - - sogte - - se - - wult - 's a - ihrer Tochter - - - sogn - -
cd	17468	Stangendorf (Vendolí)	1	Äich wôr - bei dr Fró(a) - und - hob - - e(r) sch gesôgt un - säi - - soget - - säi - - wollt - s a - ihr Tochter - - - sogn - -
cd	1747	Beydritten (Pervomajskij)	1	Ek si - bi de Fru gewäse on - hebb et - äa - gesegt on - se - - säd - - se - - wull - et o[c]k - ähre Dochta - - - segge - -
cd	17504	Neu-Biela (Lavičné)	1	Ejch pee - pei dr Froo gwaast und - hob - - r s g'sogt und - se - - soget - - se - - wea - sch a - ihrer Tochter - - - sogn - -
cd	17512	Schlettau (Slatina)	1	Aich wor - b d Froo gewest un - ho es - - - gesogt - - sei hot - gesogt - - aich - - bai - s - - d Tochtr - - - sogn - -
cd	17520	Runarz	1	Ich boə - pei də Frau gəbāst un ich hō - - ihr - gasōit un - si ho͜t - gəsōit - - si - - be̜͜l - s a̜ch - īrə Tochtə - - - sōin - -
cd	17521	Nebotein (Hnĕvotín)	1	Ich boa - p(a) d(er) Pāsl - und - houb - - ih(r) 'sch gsogt und - sie h(o)ut - g'sogt - - sie - - bi(r)d - 's āch - ihr(er) Tochter - - - sougn - -
cd	17568	Tillendorf (Tylov)	1	Ich woar - bei dar Frau gewast und - hoa s - er - gesät und - se - - sät - - se - - wüt - s a - ihrer Tochter - - - sän - -
cd	1758	Brasdorf (Antonovka)	1	Ĕk sie - bie ă Fruĕ gewese onn - hebb ĕt - ă - geseggt onn - sĕ - - säd - - sĕ - - wull - et ook - äră Du͡achtă - - - segge - -
cd	17585	Mladetzko (Mladecko)	1	Ich bin - bei dr Fra gewast u - ho s - r - gesät und - se - - säte - - sie - - wird - s a - ihrer Tochter - - - sän - -
cd	17643	Seibersdorf (Bělá)	1	Ech ben - bei n Weib gewast un - ho s - a - gesät und - sie hout - gesät - - sie - - will - s a - ihrer Tochter - - - sän - -
cd	17659	Bernhau (Barnov)	1	Ech waor - bei d'r Fra - un - hao 's - 'r - gesäht - - sie haot - gesäht - - se - - wird - 's a - d'r Tochter - - - sähn - -
cd	17680	Klantendorf	1	Iech woer - bei dr Fräou - aon - ho - - r schr gsoet aon - sie - - sejt - - sie - - wiel - s ao - dr Tochtr - - - soen - -
cd	17687	Engelswald (Mošnov)	1	Ech bien - bei dr Frao gêwast on - hô s - r - gêsoet on - sie hot - gêsoet - - sie - - wollt - s aö - ihrêr Tochtr - - - soen - -
cd	17698	Nirklowitz (Mrsklesy)	1	- - - Bei der Fra gewast und - ho s - ihr - gesöet - - - - - - - - - - - - - - - - - - - - - - - -
cd	17713	Punkendorf (Boňkov)	1	Oeck sie - bi a Fru gewese on - heb et - ä - gesägt on - se - - säd - - se - - wull - et ok - ähra Doachta - - - sägge - -
cd	1772	Groß Goldbach (Slavinsk)	1	Ech bin - bei dan Weib gwaßt un - ho s - ihr - gesoit on - sie - - sojt - - sie - - wollt - s au - ihr Tochter - - - sojn - -
cd	17726	Halbendorf (Polouvsí)	1	Eich bien - bei dr Fraau gewaßt oan - hoi sch - er - gesoit oan - sie hot - gesoit - - sie - - wiel - s au - dr Tochter - - - soin - -
cd	17737	Senftleben (Ženklava)	1	Ech ben - bei da Frau gewaßt on - ho esch - er - gesoert on - die hod - gesoert - - ech - - wollte - es ao - ihrer Tochter - - - soern - -
cd	-17739	Polanka Wielka	1	Ich bin - bei m Weib gewest und - hun s - eene - gsagt und - sie hot - gsegt - - sie - - will - s auch - ihre Mädel - - - sagen - -
cd	-17744	Bulowice	1	Ich war - bei der Frau gewesen und - hab s - ihr - gesagt und - sie - - sagt - - sie hat s wollen - - - - ihrer Tochter - - - sagen - -
cd	-17746	Chocznia	1	I bin gwen vu n Weib - und - hob - - ihr s gsogt und - sie hot - gsogt - - sie - - wird - s a - ihrner Tochter - - - sogn - -
cd	-17749	Alt-Bielitz (Stare Bielesko)	1	Ech ben - bej der Fra gewast an - ho es - ihr - gesuot an - se hot - gesuot - - se - - wult - es ach - ihrer Tochter - - - suon - -
