Index	Bogennummer	Ort	Sprache	ich1	bin	sein1	war	hab	gewesen	bei	von	nach	zu	mit	der1	frau	weib	alten	basi	mutter	und1	ich2	habe	es1	für1	an1	zu1	gegen1	ihr	ihrder	ihrsie	gesagt1	und2	da	sie1	hat1	gesagt2	dass	sie2	ich3	hat2	es2	will	tut	geht	soll	macht	sagen	auch	schon	gleich	für2	an2	zu2	gegen2	ihrer	der	sein	mein	tochter	mädchen	deern	mensch	lüte	gits	famen
xy	K012p	Ouderkerk Aan den Ijssel	100	i k	- - -	- - - -	- - - -	h e b -	g e w ee s - t	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	h e t	-	-	-	- - - - -	h eu r - -	- - - -	-	g e s ei - t	- - -	-	z e	- - - -	- - z e - t -	d a s	s e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	s e gg e -	o k	-	-	- - -	-	- - -	t e ng e -	- - - - - - -	d r -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	K022p	Willige Langerak	100	i k	- - -	- - - -	- - - -	h e b -	g e w i s - t	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	h e t	-	-	-	- - - - -	- eu r - -	- - - -	-	g e s ei - d	- - -	-	z ij	- - - -	- - z ei - - -	d a t	z e	-	-	- - t	- - - - - -	- - -	- - - -	z au -	-	z e gg e n	o k	-	-	- - -	-	- - -	- - - - -	- eu r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	D005p	Den Haag	100	i k	b e n	- - - -	- - - -	- - - -	x e w e s - -	b ei	-	- - -	-	-	d e - - -	v r ou - - -	- - - - -	- - - -	-	-	e n -	- - -	h e p - -	- - t	-	-	-	t e x e -	- - - - -	d - r -	-	x e z e ch -	- - -	-	z e	- - - -	- - z e - - -	d a t	z e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	s e x e -	o k	-	-	- - -	a n	- - -	- - - - -	- - - - - - -	d r -	- - - - - -	-	d o x t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E179p	Zwammerdam	100	- k	b e n	- - - -	- - - -	- - - -	g e w ee s - t	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	- - t	-	-	-	t e ng e -	- - - - -	d - r -	-	g e s ei - d	- - -	-	z e	- - - -	- - z ee - - -	d a t	z e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	z e gg e -	o k	-	-	- - -	-	- - -	t e ng e -	- - - - - - -	d r -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E181p	Zegveld	100	i k	b e n	- - - -	- - - -	- - - -	g e w e s - t	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e p - -	h e t	-	-	-	t e g e -	h a r - -	- - - -	-	g e z e ch t	- - -	-	z ij	- - - -	- - z ei - d e	d a t	s e	-	-	h e t	- - - - - -	- - -	- - - -	z ou -	-	z e gg e -	o k	-	-	- - -	a n	- - -	- - - - -	h a r - - - -	- - -	- - - - - -	-	d o x t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E133p	Katwijk Aan Zee	100	i k	b e n	- - - -	- - - -	- - - -	- oe w e s - t	b ei	-	- - -	-	-	d ə - - -	v r auoe w - -	- - - - -	- - - -	-	-	e n -	- k -	h e p - -	- ə -	-	-	-	t eu g ə -	- - - - -	d ə r -	-	- ə z a - t	- - -	-	z ə	- - - -	- - z ei - - -	d a -	z ə	-	-	- - t	- - - - - -	- - -	- - - -	z ouoe -	-	z e gg ə -	o k	-	-	- - -	-	- - -	t eu g ə -	- - - - - - -	d ə r	- - - - - -	-	d o ch t ə r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E138b	Abbenes	100	i k	- - -	- - - -	- - - -	h e b -	g e w a s - t	b ij	-	- - -	-	-	d e - - -	f r ou - - -	- - - - -	- - - -	-	-	e n -	- - -	h e t - -	- - t	-	-	-	t e ng e n	- - - - -	d e r -	-	g e z ai - d	- - -	-	z e	- - - -	- - z ee - - -	d a -	z e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	z e gg e n	o k	-	-	- - -	a n	- - -	- - - - -	- - - - - - -	d e r	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E147a	De Kwakel	100	i k	b e n	- - - -	- - - -	- - - -	g e w ee s - t	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	- - t	-	-	-	t e g e n	- - - - -	d - r -	-	g e s e g d	- - -	-	z e	- - - -	- - z ei - - -	d a t	z e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	z e gg e n	oo k	-	-	- - -	-	- - -	t e g e n	- - - - - - -	d r -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E080a	Velsen	100	i k	b e n	- - - -	- - - -	- - - -	g e w ee s - t	b ij	-	- - -	-	-	d e - - -	f r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	- - -	-	-	-	t e g e n	- - - - -	d - r -	-	g e s e g d	- - -	-	s e	- - - -	- - s ei - - -	d a t	s e	-	-	h e t	- - - - - -	- - -	- - - -	s ou -	-	s e gg e -	oo k	-	-	- - -	oa n	- - -	- - - - -	- - - - - - -	d r -	- - - - - -	-	d ah - t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E086p	Zaandam	100	i k	b e n	- - - -	- - - -	- - - -	- u w ee s - t	b ai	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	- u t	-	-	-	t e ng e -	- - - - -	d - r -	-	- u z ai - d	- - -	-	z ai	- - - -	- - z ai - - -	d a t	z e	-	-	- u t	- - - - - -	- - -	- - - -	z ou -	-	z e gg e -	o k	-	-	- - -	a n	- - -	- - - - -	- - - - - - -	d r -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E041p	Egmond Aan Zee	100	i k	b e n	- - - -	- - - -	- - - -	- e w i ss - t	b aai	-	- - -	-	-	d e - - -	v r aau w - -	- - - - -	- - - -	-	-	e n -	- - -	- e p - -	- e t	-	-	-	t ie g e -	- e r - -	- - - -	-	- e z aa n -	- - -	-	z e	- - - -	- - z aaa - - -	d a t	z e	-	-	- e t	- - - - - -	- - -	- - - -	z aau w	-	z e gg e -	oo k	-	-	- - -	a n	- - -	- - - - -	- - - - - - -	d e r	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E047a	Stompetoren	100	i k	b e n	- - - -	- - - -	- - - -	- - w ee s - t	b ai	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	i k -	h e w - -	- - t	-	-	-	t e ng e -	- - - - -	d - r -	-	- - z ai - d	- - -	-	z ei	- - - -	- - z ai - - -	d a t	z e	-	-	- - t	- - - - - -	- - -	- - - -	z a w	-	z e gg e -	o k	-	-	- - -	a n	- - -	- - - - -	- - - - - - -	d e r	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E010p	Sint Maarten	100	i k	- - -	- - - -	- - - -	h e w -	- - w ee s - t	b ai	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	i n -	- - -	h e w - -	- - t	-	-	-	t eu g e n	- - - - -	d - r -	-	- - z ai - d	- - -	-	z ai	- - - -	- - z ai - d e	d a t	z e	-	-	h e t	- - - - - -	- - -	- - - -	z ou -	-	z e gg e -	o k	-	-	- - -	-	- - -	t eu g e n	- - - - - - -	d r -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E005p	Westerland	100	i k	- - -	- - - -	- - - -	h e w -	- - w ee s - t	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- k -	h e w - -	h e t	-	-	-	t e ng e -	- - - - -	d e r -	-	- - z ei - d	- - -	-	z ie	- - - -	- - z ei - - -	d a -	z e	-	-	- - t	- - - - - -	- - -	- - - -	z ou w	-	z e gg e -	oo k	-	-	- - -	-	- - -	t e ng e -	- - - - - - -	d e r	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	A009p	De Waal	100	i k	b e n	- - - -	- - - -	- - - -	- - w ee s - t	b ie	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	- - t	-	-	-	t e ng e -	h eu r - -	- - - -	-	- - s ei - d	- - -	-	- -	- - - -	- - s ei - - -	d o t	s e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	s e gg e -	o k	-	-	- - -	o n	- - -	- - - - -	h eu r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	K218p	Bladel	100	i k	b e n	- - - -	- - - -	- - - -	g e w eej s - t	b e	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e bb - -	- e t	-	-	-	t eej g e n	- - - - -	d e r -	-	g e z eej - t	- - -	-	z e	- - - -	- - z eej - - -	d e s	s e	-	-	- - t	- - - - - -	- - -	- - - -	z oo w	-	z e gg e -	oo k	-	-	- - -	-	- - -	t ee jg e n	- - - - - - -	d e r	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	K214p	Lage Mierde	100	i k	b e n	- - - -	- - - -	- - - -	g e w ee s - t	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	- - t	-	-	-	t e g e n	- - - - -	d - r -	-	g e z ee - t	- - -	-	z e	- - - -	- - z ee - - -	d e t	z e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	z e gg e n	o k	-	-	- - -	-	- - -	t e g e n	- - - - - - -	d r -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	K165p	Udenhout	100	i k	- - -	z ij - -	- - - -	- - - -	g e w i s - t	b ij	-	- - -	-	-	t - - - -	- - - - - -	w e f - -	- - - -	-	-	e n -	i k -	h e bb - -	- e t	-	-	-	t e g e -	- - - - -	d - r -	-	g e z ee - t	- - -	-	z e	- - - -	- - z e - n -	d a s	s e	-	-	- - t	- - - - - -	- - -	- - - -	z o -	-	z e gg e n	oo k	-	-	- - -	-	- - -	t e g e -	- - - - - - -	d r -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	K104a	Herwijnen	100	i k	- - -	s ei - -	- - - -	- - - -	g e w ie s - t	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	h u t	-	-	-	t e g e n	- - - - -	d - r -	-	g e z ee - d	- - -	-	z e	- - - -	- - z i - n -	d a t	s e	-	-	- e t	- - - - - -	- - -	- - - -	z o -	-	z e gg e -	o k	-	-	- - -	-	- - -	t e g e n	- - - - - - -	d r -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	K035p	Hei-En Boeicop	100	i k	b i n	- - - -	- - - -	- - - -	g e w i s - t	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e - - -	- - t	-	-	-	t e ng e -	h eu r - -	- - - -	-	g e z ee - d	- - -	-	z e	- - - -	- - z ee - - -	d a s	z e	-	-	h e t	- - - - - -	- - -	- - - -	z ou -	-	z e gg e -	o k	-	-	- - -	aa	- - -	- - - - -	- - - - - - -	d e r	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E192p	Utrecht	100	i k	b i n	- - - -	- - - -	- - - -	g e w i s - -	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e p - -	- u t	-	-	-	t e ng e -	h aa r - -	- - - -	-	g e s e g -	- - -	-	z e	- - - -	- - z ee - - -	d a t	z e	-	-	- - -	- - - - - -	- - -	- - - -	z ou -	-	z e gg e -	oo k	-	-	- - -	a n	- - -	- - - - -	- - - - - - -	d e r	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E124p	Ankeveen	100	i k	- - -	- - - -	- - - -	- - - -	- - - - - - -	- -	-	- - -	-	-	- - - - -	- - - - - -	- - - - -	- - - -	-	-	- - -	- - -	h e b - -	h e t	-	aa n	-	- - - - -	- - - - -	- - - -	-	g e z e g d	- - -	-	z e	- - - -	- - z ei - - -	d a t	z e	-	-	- - t	- - - - - -	- - -	- - - -	s u -	-	- - - - -	oo k	-	-	- - -	aa n	- - -	- - - - -	- - - - - - -	d e r	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E091p	Monnickendam	100	i k	b e n	- - - -	- - - -	- - - -	- e w ee s - t	b ei	-	- - -	-	-	d e - - -	f r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	- e t	-	-	-	t ee g e -	h aa r - -	- - - -	-	- e s ei - -	- - -	-	s ei	- - - -	- - s ei - d e	d a t	s e	-	-	- - t	- - - - - -	- - -	- - - -	s o w	-	s e g e -	oo k	-	-	- - -	aa n	- - -	- - - - -	h aa r - - - -	- - -	- - - - - -	-	d o g t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E058p	Hoorn	100	i k	b i n	- - - -	- - - -	- - - -	g e w ee s - t	b ij	-	- - -	-	-	d e - - -	f r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	h e t	-	-	-	t e g e -	- - - - -	d - r -	-	g e s e g d	e n -	-	s e	- - - -	- - s ei - - -	d a -	s e	-	-	- - t	- - - - - -	- - -	- - - -	s ou -	-	s e gg e -	oo k	-	-	- - -	-	- - -	t e g e -	- - - - - - -	d r -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E031a	Oostwoud	100	i k	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ai	-	- - -	-	-	d ə - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e w - -	- - t	-	-	-	t eu g ə n	- - - - -	d ə r -	-	- - z ai - d	- - -	-	z ə	- - - -	- - z oi - - -	d a t	z ə	-	-	- ə t	- - - - - -	- - -	- - - -	z ou -	-	z e g ə -	o k	-	-	- - -	-	- - -	t eu g ə n	- ə r - - - -	- - -	- - - - - -	-	d o ch t ə r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E003a	Den Oever	100	i k	b i n	- - - -	- - - -	- - - -	- - w ee s - t	b ij	-	- - -	-	-	d e - - -	f r au w - -	- - - - -	- - - -	-	-	e n -	- - -	h e w - -	- e t	-	-	-	t e ng e n	- - - - -	d e r -	-	- - s ei - d	- - -	-	z e	- - - -	- - z ei - - -	d a t	z e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	s e gg e -	o k	-	-	- - -	a n	- - -	- - - - -	- - - - - - -	d e r	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	Q095p	Maastricht	100	ie ch	b i n	- - - -	- - - -	- - - -	g e w ee s - -	b y	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	ie ch -	h u b - -	- - t	-	-	-	t e g e n	h äö r - -	- - - -	-	g e z a g -	- - -	-	z e	- - - -	- - z a g - -	d a t	z e	-	-	- - t	- - - - - -	- - -	- - - -	z ou w	-	z e gg e -	au ch	-	-	- - -	-	- - -	t e g e n	h äö r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	L281p	Borkel	100	i k	b e n	- - - -	- - - -	- - - -	g e w ee s - t	b e	-	- - -	-	-	d e - - -	v r aau w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	- - t	-	-	-	t e g e n	h eu r - -	- - - -	-	g e z e - d	- - -	-	z e	- - - -	- - z e - - -	d e -	z	-	-	- - t	- - - - - -	- - -	- - - -	z o -	-	z e gg e -	o k	-	-	- - -	a n	- - -	- - - - -	- - r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	L226p	Woensel	100	i k	b e n	- - - -	- - - -	- - - -	ch e w ee s - t	b e	-	- - -	-	-	t - - - -	- - - - - -	w ij f - -	- - - -	-	-	e n -	- - -	h e bb - -	- ə t	-	-	-	- - - - -	- ə r - -	- - - -	-	g e z ee - t	- - -	-	z ə	- - - -	- - z i - n -	d e s	s ə	-	-	- - t	- - - - - -	- - -	- - - -	z oa -	-	z e gg ə -	oo k	-	-	- - -	oa n	- - -	- - - - -	- - - - - - -	d ə r	- - - - - -	-	d o ch t ə r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	L177c	Middelrode	100	i k	b e n	- - - -	- - - -	- - - -	g e w ee s - t	b e	-	- - -	-	-	t - - - -	- - - - - -	w ij f - -	- - - -	-	-	e n -	i k -	h e - - -	- - -	-	-	-	t e g e n	- - - - -	d - r -	-	g e z ee - t	- - -	-	z e	- - - -	- - z i - n -	d e -	z e	-	-	- - t	- - - - - -	- - -	- - - -	z o -	-	z e gg e n	o k	-	-	- - -	-	- - -	t e g e n	- - - - - - -	d r -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	L093p	Lith	100	i k	b e n	- - - -	- - - -	- - - -	g ə w ee s - t	b e	-	- - -	-	-	d ə - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e bb - -	- ə t	-	-	-	t e g ə n	h eu r - -	- - - -	-	g ə z ee - t	ee r -	-	z ə	- - - -	- - z i - n -	d e s	s ə	-	-	- - t	- - - - - -	- - -	- - - -	z oo -	-	z e gg ə -	o k	-	-	- - -	ee n	- - -	- - - - -	h eu r - - - -	- - -	- - - - - -	-	d o ch t ə r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	L003p	Maurik	100	i k	- - -	s ɛi - -	- - - -	- - - -	g ə w i s - -	b ɛi	-	- - -	-	-	d ə - - -	v r ɔu - - -	- - - - -	- - - -	-	-	ɛ n -	i k -	h ɛ b - -	- ə t	-	-	-	t i g ə -	- - - - -	d ə r -	-	g ə z i - t	- - -	-	z ə	- - - -	- - z ei - - -	d a -	s ə	-	-	- - t	- - - - - -	- - -	- - - -	z ɔu -	-	z ɛ g ə -	o k	-	-	- - -	a n	- - -	- - - - -	- - - - - - -	d ə r	- - - - - -	-	d ɔ x t ə - - -	- - - - - - -	- - - - - -	-	-	-	-
xy	F165p	Amersfoort	100	- k	b i n	- - - -	- - - -	- - - -	- e w ee s - t	b i	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e - - -	- - t	-	-	-	t e g e -	- - - - -	d - r -	-	- e z ei - t	- - -	-	s e	- - - -	- - z ei - - -	d a -	s e	-	-	- - t	- - - - - -	- - -	- - - -	z o w	-	z e g e -	o k	-	-	- - -	a n	- - -	- - - - -	- - - - - - -	d r -	- - - - - -	-	d o ch t - r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	F121p	Bunschoten-Spakenburg	100	i k	b i n	- - - -	- - - -	- - - -	- e w ee s - t	b ie	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e t - -	- e t	-	-	-	t e g e n	h eu r - -	- - - -	-	- e z ei - d	- - -	-	z ie	- - - -	- - z ei - - -	d a t	z e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	z i gg e n	- -	-	-	- - -	aa n	- - -	- - - - -	h eu r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E040a	Venhuizen	100	i k	b i n	- - - -	- - - -	- - - -	- - w ee s - t	b oi	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e w - -	h e t	-	-	-	t e ng e n	- - - - -	d u r -	-	- - z oi - d	- - -	-	z oi	- - - -	- - z oi - - -	d a t	z e	-	-	h e t	- - - - - -	- - -	- - - -	z ou -	-	z e gg e -	o k	-	-	- - -	-	- - -	t e ng e n	- - r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	E040p	Enkhuizen	100	i k	b i n	- - - -	- - - -	- - - -	- - w ee s - t	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	- e w - -	- e t	-	-	-	t e ng e n	- eu r - -	- - - -	-	- - z ei - d	- - -	-	z e	- - - -	- - z ei - - -	d a t	z e	-	-	- e t	- - - - - -	- - -	- - - -	z o w	-	z e gg e n	oo k	-	-	- - -	-	- - -	t e ng e n	- eu r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	A001p	Midsland	100	i k	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	h e t	-	-	-	t e ng e -	- - - - -	d e r -	-	- - z ei - t	- - -	-	z ij	- - - -	- - z ei - - -	d a t	z e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	z e gg e n	o k	-	-	- - -	a n	- - -	- - - - -	h - r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	Q102p	Sint Antoniusbank	100	ie ch	b i n	- - - -	- - - -	- - - -	g e w ei s - -	b ee	-	- - -	-	-	d e - - -	v r o w - -	- - - - -	- - - -	-	-	e n -	- - -	h ö p - -	- - t	-	-	-	t ee ng e -	h ui r - -	- - - -	-	g e z a ch -	- - -	-	z e	- - - -	- - z a ch - -	d a t	z e	-	-	- - t	- - - - - -	- - -	- - - -	z o w	-	z e gg e -	ou ch	-	-	- - -	aa n	- - -	- - - - -	h ui r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	L318p	Stramproy	100	i ch	b i n	- - - -	- - - -	- - - -	g ə w ai s - tj	b ie	-	- - -	-	-	d ə - - -	v r ou - - -	- - - - -	- - - -	-	-	e n -	- - -	h e p - -	- - t	-	-	-	t e g ə -	h eu r - -	- - - -	-	g ə z a ch t	- - -	-	z ie	- - - -	- - z a ch t -	d e t	z ə	-	-	- - tj	- - - - - -	- - -	- - - -	z o -	-	z ai k ə -	ou ch	-	-	- - -	aa n	- - -	- - - - -	h ue r - - - -	- - -	- - - - - -	-	d o ch t ə r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	L288b	Laar	100	i ch	b e n	- - - -	- - - -	- - - -	g ə w e s - t	b ij	-	- - -	-	-	d ə - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h ö p - -	- - t	-	-	-	t e g ə n	- - r - -	- - - -	-	g ə z a g t	- - -	-	z ij	- - - -	- - z ai k - -	d e t	s ə	-	-	- - t	- - - - - -	- - -	- - - -	z o j	-	z e gg ə -	ou ck	-	-	- - -	a n	- - -	- - - - -	- - r - - - -	- - -	- - - - - -	-	d o ch t ə r - -	- - - - - - -	- - - - - -	-	-	-	-
xy	L237p	Helmond	100	i k	b e n	- - - -	- - - -	- - - -	g e w ee s - t	b ij	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	i k -	h e b - -	- - t	-	-	-	t i gg e -	h eu r - -	- - - -	-	g e z ee - d	- - -	-	z e	- - - -	- - z ee - - -	d e -	z e	-	-	- - t	- - - - - -	- - -	- - - -	z o -	-	z e gg e -	- -	-	-	- - -	-	- - -	t e g e n	- - - - - - -	- - -	z - n - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
yz	L157a	Oventje	100	i k	b e n	- - - -	- - - -	- - - -	g e w i - - -	b ij	-	- - -	-	-	t - - - -	- - - - - -	w ij f - -	- - - -	-	-	e n -	i k -	h e b - -	- - -	-	-	-	t i g e -	h eu r - -	- - - -	-	g e z ee - d	- - -	-	z ij	- - - -	- - z i r - -	d o -	z e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	z e gg e n	o k	-	-	- - -	o n	- - -	- - - - -	h eu r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
yz	L102p	Ravenstein	100	ə g	b e n	- - - -	- - - -	- - - -	g ə w i s - t	b ei	-	- - -	-	-	d ə - - -	v r ou - - -	- - - - -	- - - -	-	-	ə n -	- - -	h e b - -	- ə t	-	-	-	t e g ə -	h ao r - -	- - - -	-	g ə z e ch t	- - -	-	z ə	- - - -	- - z ei - - -	d a t	s ə	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	z e g ə -	o k	-	-	- - -	-	- - -	t e g ə -	- - - - - - -	d ə r	- - - - - -	-	d ɔ ch t ə r - -	- - - - - - -	- - - - - -	-	-	-	-
yz	L010p	Wageningen	100	i k	b i n	- - - -	- - - -	- - - -	g ə w i s - -	b ei	-	- - -	-	-	- - - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e b - -	- ə t	-	-	-	- - - - -	h ao - - -	- - - -	-	g ə z ei - t	- - -	-	z ə	- - - -	- - z ei - - -	d a -	z ə	-	-	- ə t	- - - - - -	- - -	- - - -	z ou -	-	z e g ə -	o k	-	-	- - -	aa n	- - -	- - - - -	h - - - - - -	- - -	- - - - - -	-	d o - t ə - - -	- - - - - - -	- - - - - -	-	-	-	-
yz	F170p	Barneveld	100	i k	b i n	- - - -	- - - -	- - - -	- e w ee s - t	b ie	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- k -	h e t - -	- u t	-	-	-	t e g e n	- - - - -	d u r -	-	- e z ei - d	- - -	-	z e	- - - -	- - z ei - - -	d a t	z e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	z e g e n	o k	-	-	- - -	-	- - -	t e g e n	- - - - - - -	d u r	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
yz	F124p	Putten	100	i k	b i n	- - - -	- - - -	- - - -	- e w ee s - t	b ie	-	- - -	-	-	d e - - -	v r ou w - -	- - - - -	- - - -	-	-	e n -	- - -	h e t - -	- - t	-	-	-	t ee d e n	- - - - -	d e r -	-	- e z ei - t	- - -	-	z e	- - - -	- - z ei - - -	d a -	s e	-	-	- - t	- - - - - -	- - -	- - - -	z ou -	-	z eei g e n	o k	-	-	- - -	a n	- - -	- - - - -	- - - - - - -	d e r	- - - - - -	-	- - - - - - - -	- - - - - - -	d ee r n - -	-	-	-	-
yz	F077p	Urk	100	i k	b i n	- - - -	- - - -	- - - -	- e w e s - t	b ay	-	- - -	-	-	d e - - -	v r ou w e -	- - - - -	- - - -	-	-	e n -	- - -	- e n - -	- - -	-	-	-	t u g e n	- e r - -	- - - -	-	- e z e g d	- - -	-	- -	- - - -	- - - - - - -	d a t	z e	-	-	- e t	- - - - - -	- - -	- - - -	z ou w	-	z e gg e n	o k	-	-	- - -	-	- - -	t u g e n	- e r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
