Index	Bogennummer	Ort	Sprache	ich1	bin	gewesen	bei	der	frau	und1	ich2	habe	es1	zu1	ihr	gesagt1	und2	da	sie1	hat1	gesagt2	dass	sie2	hat2	es2	will	sagen	auch	zu2	ihrer	tochter
uv	8368	Bernbruch	1	Ich	ben - - -	gewasn -	bei - - - -	dar	Frau - - - -	und	-	hobe	es	- - - -	ihr - - -	gesot	und	-	sie - - - -	-	sote	-	sie - - - - -	-	es	wollte - - - -	son	och - -	- - - -	ihrer - - - -	Dochter - - - - - -
uv	8505	Dretschen	1	Ich	bin - - -	gewaaßt -	bei - - - -	der	Frau - - - -	und	-	ho͡ab	-	- - - -	er - - -	gesoit	und	-	se - - - -	-	soite	-	se - - - - -	-	's	wällt - - - -	soin	o - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8519	Kittlitz	1	Ich	bi - - -	gewest -	bei - - - -	der	Frowe - - - -	und	-	ho	s	- - - -	'r - - -	g'soit	und	-	sie - - - -	-	sojte	-	sie - - - - -	-	's	wo͡ullt - - - -	soin	oh - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8532	Kunnerwitz	1	Jch	bie - - -	gewast -	bei - - - -	der	Froh - - - -	u	-	ho	s	- - - -	'r - - -	geseut	u	-	se - - - -	-	seute	-	se - - - - -	-	s	wellt - - - -	seun	o - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8546	Siekierczyn	1	Ihch	bien - - -	gewahst -	bei - - - -	derr	Froh - - - -	und	-	hea	’s	- - - -	err - - -	g’soit	und	-	so - - - -	-	soite	-	so - - - - -	-	s	wullt - - - -	soin	oa - -	- - - -	ihrer - - - -	Dochter - - - - - -
uv	8560	Wolbromow	1	Ich	bihn - - -	g'wast -	bei - - - -	dar	Frau - - - -	und	-	hoa	s	- - - -	ir - - -	g'seut	an	-	se - - - -	-	seute	-	se - - - - -	-	's	wellt - - - -	seun	o - -	- - - -	ih'rr - - - -	Tochter - - - - - -
uv	8574	Pieszkow	1	Ich	bün - - -	gewast -	bee - - - -	der	Froa - - - -	und	-	hoa	ß	- - - -	'r - - -	gesoit	und	-	se - - - -	-	soite	-	sie - - - - -	-	's	wöll - - - -	soin	oa - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8590	Prusice	1	Ich	bie - - -	gewast -	bei - - - -	dĭrr	Frau - - - -	u	-	hoa	's	- - - -	irr - - -	gesoit	u	-	sie - - - -	-	soite	-	sie - - - - -	-	's	wellt - - - -	soin	au - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8614	Ogonowice	1	Ich	bei - - -	gewasa -	bei - - - -	dar	Fro - - - -	und	-	habe	ėṡ	- - - -	ihr - - -	gesout	und	-	sei - - - -	-	sougt	-	sie - - - - -	-	es	wullte - - - -	souhn	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8716	Förstgen	1	Ich	bin - - -	gewast -	bei - - - -	der	Fro - - - -	und	-	hebe	es	- - - -	ihr - - -	geseut	u	-	sie - - - -	-	seute	-	sie - - - - -	-	es	wollte - - - -	seun	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8726	Ober Horka I	1	Iech	bie - - -	gewaast -	bei - - - -	derr	Froo - - - -	und	-	ho͜a	's	- - - -	err - - -	gesoit	und	-	se - - - -	-	soite	-	s' - - - - -	-	's	wullt - - - -	soi'n	o - -	- - - -	ärer - - - -	Docht'r - - - - - -
uv	8736	Wegliniec	1	Ich	bie - - -	gwasen -	bei - - - -	d'r	Froh - - - -	und	-	ho	's	- - - -	ir - - -	gseut	u	-	si - - - -	-	seute	-	sie - - - - -	-	's	wullt - - - -	seun	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8740	Kierzno	1	Ich	bin - - -	gewahst -	bei - - - -	der	Froo - - - -	und	-	hoa	s	- - - -	ihr - - -	g'soit	u	-	sie - - - -	-	soïte	-	sie - - - - -	-	's	wull - - - -	soin	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8751	Szczytnica	1	Ich	bie - - -	gewast -	bä - - - -	dar	Fruo - - - -	und	-	huo	s	- - - -	er - - -	gesuot	und	-	si - - - -	-	suote	-	sie - - - - -	-	s	wellt - - - -	saon	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8762	Göllschau (Goliszów)	1	Ich	bi - - -	gewast -	bei - - - -	d'r	Frau - - - -	und	-	hoa	s	- - - -	'r - - -	gseut	und	-	se - - - -	-	seute	-	sie - - - - -	-	's	wullt - - - -	seun	au - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8777	Bieniowice	1	Ich	bi - - -	gewast -	be - - - -	d'r	Frau - - - -	und	-	hua	s	- - - -	er - - -	gesoit	und	-	si - - - -	-	soite	-	sie - - - - -	-	's	wullt - - - -	soin	au - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	880	Strzeczona	1	Ig	bö - - -	west -	bi - - - -	de	Frug - - - -	o	-	heb	t	- - - -	e - - -	sägt	o	-	sei - - - -	-	säd	-	sei - - - - -	-	t	wö - - - -	säge	ok - -	- - - -	- - - - ene	Dochte - - - - - -
uv	8852	Klein Priebus	1	Ich	bie - - -	gewas'n -	bei - - - -	der	Fro - - - -	und	-	hoa	s	- - - -	er - - -	gesoit	und	-	se - - - -	-	soite	-	se - - - - -	-	s	wull - - - -	soin	o̠ - -	- - - -	ihrer - - - -	Tochder - - - - - -
uv	8858	Okraglica	1	Ich	bi - - -	gewast -	bei - - - -	dar	Fro - - - -	und	-	hoab	s	- - - -	ihr - - -	gesoit	und	-	sie - - - -	-	soite	-	sie - - - - -	-	s	wullt - - - -	soin	o - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8865	Koberbrunn	1	Eech	be - - -	gewasen -	bei - - - -	der	Fro - - - -	und	-	hao	s	- - - -	er - - -	geseut	und	-	se - - - -	-	seute	-	se - - - - -	-	's	welt - - - -	seun	oh - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8870	Armadebrunn (Studzianka)	1	Ich	bei - - -	gewast -	bei - - - -	der	Fro - - - -	und	-	hu	s	- - - -	er - - -	geseut	und	-	sie - - - -	-	seute	-	sie - - - - -	-	es	wullte - - - -	suon	oh - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8878	Trzmielow	1	Eich	bei - - -	g'wast -	be - - - -	der	Fro - - - -	und	-	hun	s	- - - -	ihr - - -	gesut	und	-	sei - - - -	-	sut	-	sei - - - - -	-	s	will - - - -	suhn	- - -	- - - -	ehrer - - - -	Tochter - - - - - -
uv	8888	Skladowice	1	Eich	bei - - -	gewaß -	be - - - -	der	Frur - - - -	und	-	ho	s	- - - -	er - - -	geseut	und	-	- die - - -	-	seute	-	sie - - - - -	-	s	wullt - - - -	seun	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	895	Jelencz	1	Ick	bü - - -	wäst -	bi - - - -	dee	Fruge - - - -	u	-	häb	et	- - - -	ä - - -	sägt	u	-	sai - - - -	-	säd	-	sai - - - - -	-	d	wou - - - -	säge	ock - -	- - - -	äre - - - -	Dogte - - - - - -
uv	8972	Cantdorf	1	Ich	bin - - -	gewest -	bei - - - -	die	Frau - - - -	und	-	hobe	es	- - - -	ihr - - -	gesogt	und	-	sie - - - -	-	sogte	-	sie - - - - -	-	es	wollte - - - -	sogen	ooch - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	8981	Eichwege	1	Ich	bin - - -	gewest -	bei - - - -	die	Frau - - - -	u	-	hobe	-	- - - -	- - sie -	gesot	u	-	sie - - - -	-	sote	-	sie - - - - -	-	es	wulde - - - -	sogen	och - -	- - - -	ihre - - - -	Tochter - - - - - -
uv	899	Iwiec	1	Jck	bü - - -	wäst -	bi - - - -	dä	Frug - - - -	uh	-	heb	et	- - - -	äh - - -	sägt	uh	-	sei - - - -	-	sähd	-	sei - - - - -	-	et	wu - - - -	söggen	uck - -	- - - -	- - - - ähna	Dochta - - - - - -
uv	8990	Jedrzychowice	1	Ich	bin - - -	gewastt -	bei - - - -	der	Froo - - - -	und	-	hoa	es	- - - -	ihr - - -	geseut	und	-	sie - - - -	-	seute	-	sie - - - - -	-	es	wullte - - - -	seun	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	9000	Kunzendorf (Kunice)	1	Ich	bin - - -	gewast -	bei - - - -	dar	Fro - - - -	und	-	ho͡a	es	- - - -	irr - - -	geseut	und	-	se - - - -	-	seute	-	se - - - - -	-	's	wullt - - - -	seun	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	9015	Chichy	1	Ich	bi - - -	gewasen -	bei - - - -	der	Froa - - - -	und	-	hoa	's	- - - -	er - - -	gesoit	und	-	se - - - -	-	soite	-	se - - - - -	-	s	wullt - - - -	soin	o - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	9025	Przeclaw	1	Aich	be - - -	g'wast -	be - - - -	d'r	Frauh - - - -	u	-	ho͡a	s	- - - -	'r - - -	g'su͡it	und	-	se - - - -	-	su͡ite	-	s' - - - - -	-	's	wuht - - - -	su͡in	au - -	- - - -	ährer - - - -	Tochter - - - - - -
uv	9036	Jakubow	1	Eich	bei_a - - -	g'wast -	be - - - -	d'r	Frauo - - - -	und	-	hoa	s	- - - -	er - - -	g'soit	und	-	se - - - -	-	soit	-	se - - - - -	-	s	wullt - - - -	soin	au - -	- - - -	eerer - - - -	Tochter - - - - - -
uv	9052	Rzeczyca	1	ch	bei - - -	gwast -	be - - - -	der	Frau - - - -	und	ch	hu	s	- - - -	er - - -	gesuht	-	do	se - - - -	-	soht	-	- ch - - - -	-	s	wars - - - -	so͡ain	- - -	- - - -	- - - menger -	Tochter - - - - - -
uv	906	Busnia	1	Ek	ben - - -	west -	bie - - - -	de	Frug - - - -	on	-	heb	dat	- - - -	e - - -	secht	on	-	se - - - -	-	säd	-	se - - - - -	-	dat	wull - - - -	seie	ok - -	- - - -	ehre - - - -	Dachte - - - - - -
uv	9143	Mehlen	1	Ich	bin - - -	gewaßt -	bei - - - -	der	Frau - - - -	und	-	hoa	ssch	- - - -	er - - -	gesoigt	und	-	sie - - - -	-	soigte	-	sie - - - - -	-	es	wollde - - - -	soigen	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	9152	Dluzek	1	Ich	bin - - -	jewaßt -	bei - - - -	der	Frau - - - -	und	-	ho	's	- - - -	er - - -	jesoit	und	-	se - - - -	-	soite	-	sie - - - - -	-	's	wullde - - - -	soin	oo - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	9163	Bialowice	1	Ich	bin - - -	gewast -	bei - - - -	dĕr	Froh - - - -	un	-	ho͜a	's	- - - -	ĭr - - -	gesoit	un	-	sie - - - -	-	soite	-	sie - - - - -	-	's	wellt - - - -	soin	o - -	- - - -	ihren - - - -	- Maachen - - - - -
uv	9179	Broniszow	1	Eich	bei - - -	g'wast -	bee - - - -	der	Frau - - - -	und	-	huô	s	- - - -	er - - -	g'suit	und	-	sie - - - -	-	suit	-	sie - - - - -	-	's	wullt - - - -	suin	au - -	- - - -	ehrer - - - -	Tochter - - - - - -
uv	9193	Alt Tschau (Stare Żabno)	1	Eich	bei - - -	g'waßt -	be - - - -	dar	Frau - - - -	und	-	hu	as	- - - -	er - - -	gesŏit	und	-	se - - - -	-	suite	-	se - - - - -	-	s	wullt - - - -	sui'n	au - -	- - - -	ehrer - - - -	Tochter - - - - - -
uv	920	Lisie Katy	1	Ek	- senn - -	west -	bi - - - -	de	Fru - - - -	un	-	heb	t	- - - -	ehr - - -	seggt	un	-	se - - - -	-	säd	-	se - - - - -	-	't	wull - - - -	segge	ock - -	- - - -	ehre - - - -	Dachter - - - - - -
uv	9200	Grochowice	1	Eich	bei - - -	gewasen -	be - - - -	d'r	Frōoh - - - -	und	-	hua	s	- - - -	r - - -	gesuat	und	-	sie - - - -	-	suate	-	se - - - - -	-	's	welte - - - -	suin	o͡ach - -	- - - -	eihrer - - - -	Tochter - - - - - -
uv	9207	Konradowo	1	Eich	bei - - -	gewast -	be - - - -	dar	Frô - - - -	und	-	hua	s	- - - -	êr - - -	gsuit	und	-	sie - - - -	-	suite	-	sie - - - - -	-	s	wullt - - - -	suien	ô - -	- - - -	ehrer - - - -	Tochter - - - - - -
uv	9274	Staakow	1	Ich	bin - - -	ewesen -	bei - - - -	de	Frau - - - -	und	-	hoabe	es	- - - -	err - - -	esoat	und	-	se - - - -	-	soate	-	se - - - - -	-	es	wullde - - - -	soan	ōch - -	- - - -	ihre - - - -	Tochter - - - - - -
uv	9280	Kaltenborn	1	Ich	bin - - -	jewast -	bei - - - -	dan	- Weibe - - -	und	-	huo	ssch	- - - -	er - - -	jisăot	und	-	sie - - - -	-	suote	-	sie - - - - -	-	es	woll - - - -	suohn	oh - -	- - - -	iähren - - - -	- Maichen - - - - -
uv	9288	Czeklin	1	Ich	bin - - -	gewast -	bei - - - -	dar	Frau - - - -	und	-	ho	es	- - - -	ihr - - -	geseut	und	-	sie - - - -	-	seute	-	sie - - - - -	-	es	wullde - - - -	seun	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	930	Goczalki	1	Ich	ben - - -	jewese -	bei - - - -	de	Frau - - - -	on	-	hob	öß	- - - -	ihr - - -	jesogt	on	-	sie - - - -	-	sogt	-	sie - - - - -	-	öß	wult - - - -	soge	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	9303	Lubiatow	1	Ich	bin - - -	gwaäst -	bai - - - -	dirr	Frau - - - -	und	-	ho	as	- - - -	irr - - -	gseut	und	-	si - - - -	-	seute	-	si - - - - -	-	is	wullte - - - -	seun	o - -	- - - -	irrer - - - -	Tochter - - - - - -
uv	9314	Zielona Gora	1	Ich	bie - - -	gewasen -	bei - - - -	der	Froo - - - -	und	-	hô	's	- - - -	er - - -	gesôt	und	-	se - - - -	-	sôte	-	si - - - - -	-	's	wullt - - - -	sôn	o - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	9323	Zabor	1	Ich	bē - - -	gewasen -	be - - - -	der	Frau - - - -	und	-	hu	's	- - - -	ihr - - -	gesout	und	-	sie - - - -	-	sout	-	sie - - - - -	-	's	wellt - - - -	soun	au - -	- - - -	ihrer - - - -	Tochter - - - - - -
uv	9335	Ciosaniec	1	Eich	bei - - -	g'wast -	bei - - - -	der	Frau - - - -	und	-	hua	es	- - - -	eir - - -	g'suat	und	-	se - - - -	-	suoit'	-	se - - - - -	-	es	wut - - - -	suoin	auch - -	- - - -	eirer - - - -	Tochter - - - - - -
vw	9400	Miloszyce	1	Ich	bin - - -	gewäsen -	bei - - - -	der	Frau - - - -	und	-	hoa	es	- - - -	ihr - - -	gesogt	und	-	sie - - - -	-	sogte	-	sie - - - - -	-	es	wullte - - - -	soagen	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
vw	9417	Prietzen	1	Ĭch	bi - - -	gewast -	bai - - - -	dr	Frau - - - -	und	ich	ho	as	- - - -	'r - - -	gesoït	und	-	se - - - -	-	soïte	-	se - - - - -	-	's	wirt - - - -	soïn	och - -	- a - -	ihr'r - - - -	Tochter - - - - - -
vw	9433	Ujazd Gorny	1	Ich	bien - - -	gewast -	bei - - - -	d'r	Fro - - - -	und	-	ho	as	- - - -	'r - - -	geseut	und	-	si - - - -	-	seute	-	se - - - - -	-	s	wil - - - -	seu'n	- - -	- - - -	- d'r - - -	Tochter - - - - - -
vw	9453	Lisowice	1	Eech	ben - - -	gewaast -	bei - - - -	d'r	Frau - - - -	und	-	ho	as	- - - -	irr - - -	gesoat	und	-	se - - - -	-	soate	-	se - - - - -	-	s	wullt - - - -	soan	o - -	- - - -	ehrer - - - -	Tochter - - - - - -
vw	9558	Ligota Piekna	1	Eich	bai - - -	gewaast -	be - - - -	darr	Frau - - - -	un	-	ho͡a	s	- - - -	rr - - -	geso͡at	un	-	se - - - -	-	so͡ate	-	se - - - - -	-	s	wull - - - -	so͡ahn	au - -	- - - -	eir - - - -	Tochtr - - - - - -
vw	9579	Jenkowice	1	Aich	bai - - -	gewast -	be - - - -	der	Frau - - - -	und	-	ho	's	- - - -	er - - -	gesoit	und	-	se - - - -	-	soite	-	se - - - - -	-	's	wulde - - - -	soin	au - -	- - - -	ihrer - - - -	Tochter - - - - - -
vw	9592	Jemielna	1	Ich	bin - - -	gewesen -	bei - - - -	der	Froh - - - -	und	-	hobe	es	- - - -	ihr - - -	gesogt	und	-	sie - - - -	-	sohgte	-	- ich - - - -	-	es	wullte - - - -	sogen	ohch - -	- - - -	ihrer - - - -	Tochter - - - - - -
vw	9612	Prawikow	1	Eich	bei - - -	gewast -	bä - - - -	der	Froa - - - -	und	-	ho	as	- - - -	er - - -	gesoat	und	-	sei - - - -	-	soate	-	sie - - - - -	-	's	wullt - - - -	soan	oa - -	- - - -	eirer - - - -	Tochter - - - - - -
vw	9622	Warzyna	1	Eich	bei - - -	gewasen -	be - - - -	dar	Froa - - - -	und	-	hoa	es	- - - -	eir - - -	gesoadt	und	-	sei - - - -	-	soagte	-	sei - - - - -	-	es	wullde - - - -	soan	oa - -	- - - -	eirer - - - -	Tochter - - - - - -
vw	9717	Domanowice	1	Eich	bei - - -	gewāst -	bee - - - -	der	Froa - - - -	und	-	hoa	's	- - - -	'r - - -	gesoat	und	-	se - - - -	-	soat	-	se - - - - -	-	's	welde - - - -	soan	au - -	- - - -	eirer - - - -	Tochter - - - - - -
vw	9739	Kamien	1	Ich	bin - - -	gewesen -	bei - - - -	der	Fro - - - -	und	-	hob	's	- - - -	ihr - - -	gesagt	und	-	sie - - - -	-	sagte	-	sie - - - - -	-	es	wollte - - - -	sagen	auch - -	- - - -	ihrer - - - -	Tochter - - - - - -
vw	9760	Krzelow	1	Eich	bei - - -	gewast -	bä - - - -	dr	Froa - - - -	und	-	hoa	's	- - - -	r - - -	gesoagt	und	-	se - - - -	-	soagte	-	se - - - - -	-	s	wullt - - - -	soan	oa - -	- - - -	- der - - -	Tochter - - - - - -
vw	9775	Staszowice	1	Äich	bei - - -	gewaaßt -	bäi - - - -	darr	Froa - - - -	-	äich	hu	es	- - - -	'r - - -	gesueit	und	-	sie - - - -	-	sueite	-	sie - - - - -	-	es	wullte - - - -	suein	- - -	- - - -	eir - - - -	Tochter - - - - - -
vw	9799	Lazy Wielkie	1	Aich	bai - - -	gewast -	be - - - -	d'r	Frau - - - -	und	-	hoa	's	- - - -	er - - -	gesoat	und	-	sie - - - -	-	soate	-	sie - - - - -	-	es	wulde - - - -	soan	au - -	- - - -	aihrer - - - -	Tochter - - - - - -
vw	983	Gromaden	1	Jck	bi - - -	wäst -	bie - - - -	dä	Frugä - - - -	u	-	häv	't	- - - -	ä - - -	sächt	u	-	seh - - - -	-	säd	-	se - - - - -	-	't	wu - - - -	sägge	ook - -	- - - -	- - - - äne	Dochtä - - - - - -
vw	984	Friedberg	1	Ick	bü - - -	wäst -	bi - - - -	dä	Frug - - - -	o͡u	-	häb	t	- - - -	ä - - -	sächt	o͡u	-	sei - - - -	-	säd	-	sei - - - - -	-	dat	wo͡u - - - -	seggä	auk - -	- - - -	- - - - ähnä	Dochtä - - - - - -
vw	9848	Godnowa	1	Eich	bei_n - - -	gewa͡ßt -	bei - - - -	der	Froa - - - -	u	-	hoa	s	- - - -	er - - -	gesoagt	u	-	sei - - - -	-	soate	-	se - - - - -	-	es	wullte - - - -	soan	oa - -	- - - -	ihrer - - - -	Tochter - - - - - -
vw	9877	Chroscina	1	Eich	bei - - -	g'wast -	be - - - -	dar	Froa - - - -	und	-	hu	is	- - - -	er - - -	g'suit	und	-	sei - - - -	-	suit	-	sei - - - - -	-	s	wel - - - -	suin	oa - -	- - - -	ärer - - - -	Tochter - - - - - -
vw	9891	Gosciejewice	1	Eich	bei - - -	gewast -	bie - - - -	dar	Froh - - - -	und	-	hu	es	- - - -	ihr - - -	gesut	und	-	sei - - - -	-	sute	-	sei - - - - -	-	es	wollte - - - -	sun	och - -	- - - -	ehrer - - - -	Tochter - - - - - -
vw	99	Trumiejki	1	Oeck	bönn - - -	west -	bi - - - -	de	Fru - - - -	onn	-	hebb'	oett	- - - -	err - - -	seggt	onn	-	se - - - -	-	säd	-	se - - - - -	-	oet	wull - - - -	sejjĕ	ok - -	- - - -	ärer - - - -	Dachter - - - - - -
vw	990	Walownica	1	Jck	bö - - -	west -	bi - - - -	de	Frugge - - - -	o	-	hebb	-	- - - -	ä - - -	säggt	o	-	se - - - -	-	säd	-	se - - - - -	-	-	will - - - -	sägge	ock - -	- - - -	- - - - äne	Dochte - - - - - -
vw	9903	Sonnenfeld (Orpischewo)	1	Eich	bei - - -	gewast -	be - - - -	der	Fro - - - -	und	-	huo	s	- - - -	er - - -	gesuoit	und	-	sei - - - -	hat	gesuoit	-	sei - - - - -	-	's	wult - - - -	suoin	o - -	- - - -	eirer - - - -	Tochter - - - - - -
vw	9919	Wierzowice Male	1	Eich	bei - - -	gewast -	be - - - -	dar	Fro' - - - -	und	-	ho'	es	- - - -	ihr - - -	gesòit	und	-	sei - - - -	-	sòite	-	sei - - - - -	-	es	wulde - - - -	sòin	au - -	- - - -	eihrer - - - -	Tochter - - - - - -
vw	9926	Wodniki	1	Eich	bei - - -	gewast -	be - - - -	dar	Froa - - - -	und	-	hoa	es	- - - -	eihr - - -	gesoat	und	-	sie - - - -	-	soate	-	sei - - - - -	-	es	wöllde - - - -	soan	oa - -	- - - -	ehrer - - - -	Tochter - - - - - -
vw	994	Kabat	1	Eck	bäm - - -	west -	bi - - - -	de	Frug - - - -	o	-	häb	dat	- - - -	äh - - -	secht	o	-	se - - - -	-	sed	-	se - - - - -	-	dat	wull - - - -	sägge	ok - -	- - - -	- - - - ähne	Dochte - - - - - -
vw	9984	Morkowo	1	Eich	bei - - -	g'wast -	be - - - -	der	Froh - - - -	und	-	huo	's	- - - -	er - - -	g'suoit	-	-	se - - - -	-	suoit	-	se - - - - -	-	's	wull - - - -	suein	o - -	- - - -	ähr - - - -	Tochter - - - - - -
vw	54872	Reval	1	Ich	pin - - -	jewēsen -	pei - - - -	ti	Wrou - - - -	-	ich	hāpb	tas	- - - -	īr - - -	[j]essācht	hunt	-	ssī - - - -	at	[j]essācht	tas	s - - - - -	-	-	will - - - -	ssagen	ouch - -	- an - -	īre - - - -	Tochtter - - - - - -
vw	52353	NA	1	Ick	bin - - -	west -	bi - - - -	dä	Fru - - - -	oh	-	häbb	dat	- - - -	ehr - - -	sägt	oh	-	sei - - - -	-	säd	-	sei - - - - -	-	dat	wull - - - -	sägge	uck - -	- - - -	ehre - - - -	dochter - - - - - -
vw	-54895	Warszawa	10	ixχ	b̥ǐn - - -	gəwē̜isn̥ -	b̥ai - - - -	d̥ęr	fRǫu - - - -	īn	ixχ	ǫb	es	- - - -	īər - - -	gəs̥ųgd	in	-	sī - - - -	hǫd	gəs̥ųgd	-	sǐ - - - - -	-	əs	węd - - - -	sųdən	ǫux - -	- - - -	īər - - - -	toxtər - - - - - -
vw	9746	Kobyla Gora	10	Ich	bin - - -	geweſen -	bei - - - -	der	Frau - - - -	u	ich	hob’	es	- - - -	ihr - - -	geſugt	u	-	ſie - - - -	hat	geſugt	-	ſie - - - - -	hat	s	gewellt - - - -	ſogen	auch - -	- - - -	ihrer - - - -	Tochte - - - - - -
vw	46572	Nebel	11	Ik	- san - -	wesan -	bi - - - -	a	- Wüf - - -	and	-	ha	t	- - - -	her - - -	sad	and	-	- - - - jü	-	sad	-	- - - - - jü	-	dat	wul - - - -	sai	ok - -	- - - -	her - - - -	- - - - - - Fåman
vw	46636	Hooge	11	Ick	ben - - -	wesen -	bei - - - -	jöa	- Wüff - - -	ean	-	hew	et	- - - -	hear - - -	seat	en	-	- - - - jöa	-	seg	-	- - - - - joa	-	t	wiol - - - -	seja	ok - -	- - - -	hear - - - -	Dogter - - - - - -
vw	46640	Wobbenbüll	11	Ick	ben - - -	wesen -	bäi - - - -	jü	- Wüf - - -	un	-	hä	dat	- - - -	her - - -	sait	un	-	- - - - jü	-	si	-	- - - - - jü	-	dat	weel - - - -	saie	- - -	- - - -	herr - - - -	Dogter - - - - - -
vw	46699	Horsbüll	11	Ick	benn - - -	wen -	bei - - - -	äh	- Wüff - - -	en	-	hev	t	- - - -	ha - - -	ſejd	en	-	- - - - jü	-	ſäh	-	- - - - - jü	-	t	wiel - - - -	ſierde	ak - -	- - ta -	ha - - - -	Dochter - - - - - -
vw	46759	Oland	11	Ick	been - - -	wesen -	bei - - - -	ju	- Woöf - - -	en	-	häf	t	- - - -	her - - -	seid	en	-	- - - - jö	-	sä	-	- - - - - jö	-	t	weel - - - -	sede	ok - -	- - - -	her - - - -	Doochter - - - - - -
vw	46773	Mönkebüll	11	Ek	ben - - -	wän -	bei - - - -	de	- Wöf - - -	en	-	häf	dat	- - - -	her - - -	ſaid	en	-	- - - - jö	-	ſäh	-	- - - - - jö	-	dat	weil - - - -	ſege	ok - -	- - - -	her - - - -	Dochder - - - - - -
vw	46888	Archsum	11	Ik	- sen - -	wessen -	bi - - - -	de	- Wüf - - -	en	-	haa	’t	- - - -	höör - - -	seid‘	en	-	- - - - jü	-	seid‘	-	- - - - - jü	-	t	wiil - - - -	sii	uk - -	- - - -	höör - - - -	- - - - - - Faamen
vw	47862	Helgoland	11	Ek	bèn - - -	wḗin -	bĕ́ - - - -	rre	- Wüöff - - -	èn	-	hò	et	- - - -	höer - - -	sṓit	èn	-	- dje - - -	-	ßṓit	-	- - - - - dje	-	et	wull - - - -	sṓi	ŏ́ck - -	- - - -	heörrem - - - -	- - - - - - Fṓmel
vw	48241	Wangerooge	11	Ik	- ſin - -	wiſſien -	bi - - - -	ju	- Wüf’ - - -	un	-	hebb	it	- - - -	herr - - -	twiddien	un	-	- - - - ju	-	tweid	-	- - - - - ju	-	t	weil - - - -	twidder	uck - -	- - - -	herri - - - -	- - - - - - Vaun
vw	F002p	Hindeloopen	11	Ick	bin - - -	west -	bie - - - -	't	- wief - - -	en	iek	hè	't	- - - tjian	jer - - -	seid	-	-	- - - - jo	-	seej	döt	se - - - - -	-	't	- - - solad -	sizze	ek - -	- - - tjian	jerre - - - -	dòòter - - - - - -
vw	B079p	Zurich	11	Ik	bin - - -	west -	by - - - -	de	frou - - - -	in	-	ha	it	- - - tsjin	hjar - - -	sein	-	-	- - - - hja	-	sei	dat	se - - - - -	-	it	- - - scoe -	sizze	ek - -	- - - tsjin	hjar - - - -	dochter - - - - - -
vw	F036p	Oudemirdum	11	Ik	bin - - -	wìst -	bij - - - -	't	- wíf - - -	en	-	hè	t	- - - tsjin	ha - - -	saint	-	-	se - - - -	-	sai	dòt	se - - - - -	-	t	- - - soee -	sìze	ìk - -	- oan - -	ha - - - -	dòchter - - - - - -
vw	F003p	Woudsend	11	Ik	bin - - -	wèst -	beij - - - -	dǝ	fráu - - - -	en	-	hè	ǝt	- - - t[š?]n	hár - - -	sáint	-	-	- - - - -	-	-	dòt	sè - - - - -	-	ǝt	- - - sóeǝ -	sisse	ik - -	- ôan - -	hàr - - - -	dochtǝr - - - - - -
vw	B084p	Wommels	11	Ik	bin - - -	west -	by - - - -	de	frou - - - -	en	-	ha	it	- - - tsjin	hja - - -	sein	-	-	sy - - - -	-	sei	dat	se - - - - -	-	it	- - - scoe -	sizze	ek - -	- oan - -	har - - - -	- - - - - - fanke
vw	F013c	Oudehaske	11	Ik	bin - - -	west -	bij - - - -	de	frou - - - -	en	-	he	ik	- - - tsjin	har - - -	saind	-	-	se - - - -	-	sei	dot	se - - - - -	-	it	- - - sol -	sizze	ik - -	- oan - -	har - - - -	dogter - - - - - -
