Index	Bogennummer	Ort	Sprache	ich1	bin	gewesen	bei	der	frau	und1	ich2	habe	es1	zu1	ihr	gesagt1	und2	da	sie1	hat1	gesagt2	dass	sie2	hat2	es2	will	sagen	auch	zu2	ihrer	tochter
de	18763	Oberstuben (Horná Stubna)	1	Eχ	bo̜[?] - - -	gebêst -	pŏ - - - -	di	wrā - - - -	ont	-	ho̜	s	- - - -	i[?] - - -	g[?]zo̜kt	ont	-	se - - - -	ho̜t	g[?]zo̜kt	-	se - - - - -	-	z	bọl - - - -	zōŋ̥	ā - -	- - - -	i[?] - - - -	toχt[?] - - - - - -
de	18767	Krickerhäu (Handlová)	1	Ich	- - bår -	- -	bei - - - -	m	- Beib - - -	ond	-	ho	s	- - - -	ara - - -	gasågt	ond	-	se - - - -	hot	gesågt	-	se - - - - -	-	ts	bi - - - -	sågn	āch - -	- - - -	ihra - - - -	Tochta - - - - - -
de	18773	Deutsch-Litta (Kopernica)	1	A͜uich	ba̰u - - -	g'obest -	b' - - - -	dr	Wrau - - - -	ond	-	horr	s	- - - -	'er - - -	g'osä͜ogt	ond	-	sauḭ - - - -	-	sä͜ogt	-	sauḭ - - - - -	-	s	bill - - - -	sä͜ong	- - -	- - - -	ajra - - - -	Tucht'o - - - - - -
de	18774	Hochwiesen (Vel'Ké Pole)	1	I	ben - - -	gabeh -	bu - - - -	då	Fra - - - -	und	-	ho	s	- - - -	iah - - -	gasogt	und	-	sie - - - -	hot	gesogt	-	sie - - - - -	-	s	bull - - - -	sogn	a - -	- - - -	ihra - - - -	To̊chta - - - - - -
de	18786	Sankt Georgen bei Obernberg am Inn	1	I	bin - - -	g'wön -	bei - - - -	da	frau - - - -	und	-	han	's	- - - -	- - - eahm	g'sagt	und	-	sie - - - -	hat	g'sagt	-	sie - - - - -	-	's	wird - - - -	sag'n	a - -	- - - -	- - heina - -	Tochta - - - - - -
de	18800	Hochburg	1	I	bi - - -	gwen -	bei - - - -	da	Frau - - - -	und	-	haob	is	- - - -	ere - - -	g'sagt	und	-	sie - - - -	haot	s'gagt	-	sie - - - - -	-	-	- - - - -	sagt	a - -	- - - -	irn - - - -	- - Dirndl - - - -
de	18805	Pischelsdorf am Engelbach	1	I	bin - - -	gwön -	bei - - - -	de	Frau - - - -	u	-	ha	s	- - - -	ia - - -	gsegt	u	-	si - - - -	hat	gsegt	deß	sö - - - - -	-	s	wend - - - -	sagn	a - -	- - - -	irana - - - -	Tochte - - - - - -
de	18846	Niederkappel	1	I	bi - - -	gwea -	ba - - - -	da	Frau - - - -	und	-	ha	s	- - - -	iahr - - -	gsagt	u	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	s	wüll - - - -	sagn	a - -	- - - -	ihra - - - -	Terchta - - - - - -
de	18855	Niederwaldkirchen	1	I	bi - - -	gwen -	ba - - - -	d[e?]n	- Weib - - -	u	-	han	s	- - - -	ihr - - -	sgsagt	und	-	sie - - - -	hat	sgsagt	-	sie - - - - -	-	s	- - - - -	sagt	a - -	- - - -	- - sane - -	Töichta - - - - - -
de	18902	Dorf an der Pram	1	I	bi - - -	gwen -	ba - - - -	mein	- Woi - - -	u	-	hon	s	- - - -	ia - - -	gsoat	u	-	si - - - -	hot	gsoat	-	si - - - - -	-	s	wird - - - -	sogn	- - -	- - - -	- da - - -	Taochta - - - - - -
de	18910	Michaelnbach	1	I	bi - - -	g'wen -	ba - - - -	da	Frau - - - -	u	-	hå	's	- - - -	ihr - - -	g'sagt	Und	-	sö - - - -	-	sagt	-	sö - - - - -	-	's	wül - - - -	sag'n	- - -	- - - -	ihra - - - -	Tochta - - - - - -
de	18923	Alkoven	1	I	bi - - -	gwen -	bei - - - -	dá	frau - - - -	und	-	haũ	-	- - - -	ia - - -	’sg’sågt	und	-	sie - - - -	håt	g’sågt	-	sie - - - - -	-	s	wü - - - -	sågn	á - -	- - - -	ihrá - - - -	Teochtá - - - - - -
de	1895	Königlich Damerau	1	Eck	- sieh - -	gewese -	bi - - - -	a	Fru - - - -	on	-	heb	et	- - - -	äh - - -	gesägt	on	-	se - - - -	-	säd	-	se - - - - -	-	et	wull - - - -	segge	- - -	- - - -	äh - - - -	Dachta - - - - - -
de	18984	Arnberg	1	I	bi - - -	gwön -	bo - - - -	da	Frau - - - -	und	-	hâ	s	- - - -	iha - - -	gsoat	und	-	sie - - - -	hât	gsoat	-	sie - - - - -	-	's	wead - - - -	sâg'n	aa - -	- - - -	- da - - -	Tochta - - - - - -
de	18987	Rackering	1	I	bi - - -	gwen -	ba - - - -	da	Frau - - - -	und	-	hao(n)	s	- - - -	- - - eam	gsaokt	und	-	sie - - - -	haod	gsaokt	-	sie - - - - -	-	s	woit - - - -	sa͜ogn	a - -	- - - -	- - sana - -	Taochta - - - - - -
de	19003	Pennewang	1	I	bi - - -	gwön -	ba - - - -	da	frau - - - -	und	-	hañ	s	- - - -	- - - eahm	gsagt	und	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	s	- - - - mecht	sagn	a - -	- - - -	- - sana - -	Teachta - - - - - -
de	19011	Sipbachzell	1	In	bin - - -	gwen -	ba - - - -	sane	frau - - - -	und	-	hoan	s	- - - -	ihr - - -	gsagt	und	-	sie - - - -	hat	gsagt	daß	sie - - - - -	-	s	- - - - -	sagt	’eh - -	- - - -	- da - - -	Teochta - - - - - -
de	1904	Pesseln	1	Oeck	- si - -	gewäsè -	bi - - - -	dö	Fruh - - - -	on	-	hebb	'ett	- - - -	ähr - - -	gesecht	on	-	sē - - - -	-	säd	-	sē - - - - -	-	ett	wull - - - -	seggè	ohk - -	- - - -	ährer - - - -	Dochter - - - - - -
de	19070	Reichenau im Mühlkreis	1	I	bi - - -	gwön -	bei - - - -	n	- Weib - - -	und	-	hau	s	- - - -	ia - - -	gsågt	und	-	si - - - -	håd	gsågt	-	sie - - - - -	-	s	wiad - - - -	sågn	a - -	- - - -	ihra - - - -	Dåicda - - - - - -
de	19080	Gutau	1	I	bi - - -	gwen -	ba - - - -	da	Frau - - - -	und	-	han	s	- - - -	ihr - - -	gsagt	u	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	s	will - - - -	sagn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
de	19085	Hackstock	1	I	bi - - -	g'wen -	ba - - - -	dā	Frau - - - -	und	-	hob	's	- - - -	ihr - - -	g'sogt	und	-	sie - - - -	-	sogt	-	sie - - - - -	-	's	wü - - - -	sogn	a - -	- - - -	ihr'n - - - -	- - - Mensch'n - - -
de	19096	Traunstein	1	I	bin - - -	gwesn -	ba - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	wollt - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
de	19138	Maria Laah	1	I	bi - - -	gwesn -	bei - - - -	der	Frau - - - -	und	-	han	-	- - - -	ihr - - -	gsagt	und	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	az	- - - - möcht	sâgn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
de	19144	Haag	1	I	bi - - -	gwön -	bei - - - -	da	Frau - - - -	und	-	hoan	's	- - - -	ihr - - -	gsågt	u	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	s	- - - - -	sågt	- - -	- - - -	ihra - - - -	Tochta - - - - - -
de	19154	Amstetten	1	I	bi - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ihr - - -	gsagt	und	-	sie - - - -	hat	gsagt	-	sie - - - - -	het	s	- - - - -	gsagt	ea - -	- - - -	ihra - - - -	Tochta - - - - - -
de	19163	Wieselburg	1	I	bin - - -	gwen -	bei - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	-	sogt	-	sie - - - - -	-	s	- tuat - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
de	1919	Groß Gerlauken (Vjazovka)	1	Öck	bönn - - -	gewese -	bie - - - -	de	Fruh - - - -	on	-	hebb	öt	- - - -	är - - -	geseggt	on	-	se - - - -	-	säd	-	se - - - - -	-	ött	wull - - - -	segge	ok - -	- - - -	äre - - - -	Dochter - - - - - -
de	19225	Steyregg	1	I	bi - - -	gwön -	ba - - - -	da	Frau - - - -	u	-	ha͜n	s	- - - -	ihr - - -	gsagt	u	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	s	will - - - -	sagn	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
de	19233	Schwertberg	1	Ek	- sie - -	gewese -	bi - - - -	de	Fru - - - -	un	-	heb	et	- - - -	ähr - - -	gesäggt	un	-	se - - - -	-	säd	-	se - - - - -	-	et	wull - - - -	sägge	- - -	- - - -	ähre - - - -	Dochter - - - - - -
de	1924	Pakallnischken (Suvorovo)	1	Ḭ	bi - - -	gwēn -	bei - - - -	da	frau - - - -	und	-	hō̹̃	s	- - - -	ĩā - - -	gsãogt	und	-	sie - - - -	hãott	gsãogt	-	si - - - - -	-	s	wiād - - - -	sãogn	- sō᷈ -	- - - -	ira - - - -	tãochta - - - - - -
de	19245	Bad Kreuzen	1	I	bi - - -	g'wön -	bei - - - -	m	- Wei - - -	u	-	hob	s	- - - -	- - - eam	d'azählt	u	-	sie - - - -	hat	g'soat	-	- - - is - -	-	s	- - - soll -	razähn!	a - -	- - - -	- da - - -	Teochta - - - - - -
de	19257	Altenmarkt	1	I'	bi - - -	gwen -	ba - - - -	da	Frau - - - -	und	-	ha͜u	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	- - - - -	sogt	eh - -	- - - -	ihra - - - -	Tochta - - - - - -
de	19301	Els	1	I'	- - war -	- -	bei - - - -	der	Frau - - - -	und	-	heb'	's	- - - -	ihr - - -	g'sagt	-	-	s' - - - -	hat	g'sagt	-	sie - - - - -	-	's	wird - - - -	sagn	a - -	- - - -	ihrn - - - -	- Madl - - - - -
de	19311	Gneixendorf	1	I	bin - - -	gwest -	bei - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	wird - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
de	19322	Fels am Wagram	1	I	bi - - -	g'wesn -	bei - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	daß	s' - - - - -	-	es	wird - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	19334	Oberhautzental	1	I	bi - - -	gwen -	bei - - - -	da	Frau - - - -	-	-	hob	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	wüll - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	19401	Schönbühel an der Donau	1	I	bi - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	håb	s	- - - -	ihr - - -	gsågt	und	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	s	wird - - - -	sågn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	19404	Karlstetten	1	I	bin - - -	geves'n -	bei - - - -	da	Frau - - - -	u	-	hob	s	- - - -	ia - - -	g'sågt	u	-	sie - - - -	hot	g'sågt	-	sie - - - - -	hot	's	woin - - - -	såg'n	a - -	- - - -	ihra - - - -	Dochda - - - - - -
ef	19419	Würmla	1	I	bi(n) - - -	gwest -	bei - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ia - - -	gsogt	-	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	's	wü - - - -	sogn	a - -	- - - -	iara - - - -	Tochta - - - - - -
ef	19429	Ried am Riederberg	1	Ich	bin - - -	g'wesen -	bei - - - -	der	Frau - - - -	und	-	hab	's	- - - -	ihr - - -	g'sāgt	und	-	sie - - - -	hat	g'sagt	-	sie - - - - -	-	's	wüll - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	19479	Mank	1	I	bĩn - - -	g'wen -	beij - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ir - - -	g'sogt	und	-	si - - - -	hot	g'sogt	dass	i - - - - -	-	's	wiard - - - -	sogn	a - -	- - - -	ira - - - -	Tochda - - - - - -
ef	19486	Wilhelmsburg	1	I	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	håb	s	- - - -	ihr - - -	gsågt	und	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	s	wiad - - - -	sågn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	19492	Stollberg-Siedlung	1	I	bi - - -	gwest -	bei - - - -	der	Frau - - - -	und	-	heb	's	- - - -	ihr - - -	g'sagt	und	-	sie - - - -	hot	g'sagt	-	sie - - - - -	-	's	wid - - - -	sag'n	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
ef	1953	Pillau	1	Eck	bönn - - -	gewäse -	bie - - - -	d	Fru - - - -	onn	-	hew	ett	- - - -	ähr - - -	geseggt	onn	-	see - - - -	-	sähd	-	see - - - - -	-	ett	wull - - - -	sägge	ōhk - -	- - - -	ähre - - - -	Dagta - - - - - -
ef	19541	Grub	1	I	bi - - -	g'weisn -	ba - - - -	da	Fra͡u - - - -	u	-	houb	's	- - - -	ia - - -	gso(u)gt	u	-	sie - - - -	hout	gsougt	-	sie - - - - -	-	is	wae - - - -	sougn	a - -	- - - -	ihre - - - -	Touchta - - - - - -
ef	1956	Patersort (Beregovoe)	1	Eck	- si - -	gewese -	bie - - - -	der	Fru - - - -	onn	-	hebb	et	- - - -	er - - -	gesägt	onn	-	sei - - - -	-	säd	-	sei - - - - -	-	et	wull - - - -	sägge	ok - -	- - - -	ehrer - - - -	Dochter - - - - - -
ef	19564	Obergänserndorf	1	I	bi - - -	gwesn -	bei - - - -	n	- Wei - - -	und	-	hob	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	's	wird - - - -	sogn	a - -	- - - -	ihrn - - - -	Tochta - - - - - -
ef	19607	Raggendorf	1	I	bi - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	hät	s	wölln - - - -	sogn	a - -	- - - -	- da - - -	Tochta - - - - - -
ef	1962	Bergau (Tzwetkowo)	1	Oeck	- si - -	gewese -	bi - - - -	da	Fru - - - -	on	-	hebb	et	- - - -	er - - -	gesächt	on	-	se - - - -	-	säd	-	se - - - - -	-	et	wull - - - -	sägge	ok - -	- - - -	ähra - - - -	Dochta - - - - - -
ef	19621	Stillfried an der March	1	I	bī - - -	gwėst -	bei - - - -	dər	Frau - - - -	und	-	ho̹b	's	- - - -	iər - - -	gso̹gt	und	-	sie - - - -	ho̹d	gso̹gt	-	sie - - - - -	-	'sa	wiərd - - - -	so̹gŋ	- - -	- - - -	iərər - - - -	Tochtər - - - - - -
ef	19640	Grünau (Grinava)	1	I	pin - - -	kwe(i)sn -	pei - - - -	d(e)	Frau - - - -	unt	-	hob	s	- - - -	i(e) - - -	ksogt	unt	-	sie - - - -	hot	ksogt	-	sie - - - - -	-	s	wi(e)t - - - -	sogn	a - -	- - - -	ihr(e) - - - -	Tocht(e) - - - - - -
ef	19642	20 Bezirk-Brigittenau	1	I	bin - - -	g'wes'n -	bei - - - -	der	Frau - - - -	und	-	håb	's	- - - -	ihr - - -	g'sågt	-	-	sie - - - -	håt	g'sågt	-	sie - - - - -	-	's	wird - - - -	såg'n	- - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	19646	Raasdorf	1	I	bin - - -	g'wes'n -	bei - - - -	da	Frau - - - -	und	-	håb	's	- - - -	ihr - - -	g'sågt	und	-	sie - - - -	håt	g'sågt	-	sie - - - - -	-	's	will - - - -	såg'n	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	19657	Breitensee	1	I	bin - - -	gwest -	bei - - - -	de	Frau - - - -	u	-	hab	s	- - - -	ihr - - -	gsagt	u	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	s	wird - - - -	sagn	- - -	- - - -	ihrer - - - -	Tochta - - - - - -
ef	19659	Theben (Devín)	1	I	bin - - -	gwest -	bei - - - -	da	Frau - - - -	und	-	hab	's	- - - -	ihr - - -	gsagt	und	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	s	wollt - - - -	sagn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	19667	Biedermannsdorf	1	I	bin - - -	gwest -	bei - - - -	dera	Frau - - - -	und	-	håb	s	- - - -	ia - - -	gsågd	und	-	sie - - - -	håd	gsågd	-	i - - - - -	-	s	- - - soi -	sågn	a - -	- - - -	ihra - - - -	Dochda - - - - - -
ef	19674	Enzersdorf an der Fischa	1	I	bin - - -	gwen -	bei - - - -	da	Frau - - - -	u	-	hob	s	- - - -	ia - - -	gsogt	und	-	sie - - - -	-	sogt	-	sie - - - - -	-	s	- - - - möcht	sogn	a - -	- - - -	iharn - - - -	Tochta - - - - - -
ef	19696	Kittsee	1	I	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hot	s	- - - -	ia - - -	gsogt	u	-	se(a) - - - -	-	sogt	-	se - - - - -	-	s	wü - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	19705	Mischdorf bei Pressburg (Nové Košar	1	I	pin - - -	kwest -	pa - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ia - - -	ksogt	und	-	ssie - - - -	hod	ksogt	-	ssie - - - - -	hot	s	wön - - - -	sogn	a - -	- - - -	iara - - - -	Tochta - - - - - -
ef	19726	Rohrau	1	I	bin - - -	g'wesn -	bei - - - -	der	Frau - - - -	und	-	hob	's	- - - -	ihr - - -	g'sogt	und	-	sie - - - -	-	sogt	-	sie - - - - -	-	's	wird - - - -	sog'n	- - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	19739	Thiersee	1	I	bi - - -	gwesn -	bei - - - -	da	Frau - - - -	u	-	hun	s	- - - -	ihr - - -	gsagt	u	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	scht	wia - - - -	sagn	- - -	- - - -	ihra - - - -	Tachter - - - - - -
ef	19748	Achenwald	1	I'	bie - - -	gwåsn -	bei - - - -	da	Frau - - - -	un	-	ho	as	- - - -	ar - - -	gsogg	un	-	sie - - - -	hod	gsogg	-	sie - - - - -	-	s	weascht - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	1977	Fuchsberg (Semënovo)	1	Oek	- si - -	gewäse -	bi - - - -	a	Fru - - - -	on	-	heb	et	- - - -	ä - - -	gesecht	on	-	se - - - -	-	säd	-	se - - - - -	-	et	wull - - - -	sägge	ok - -	- - - -	ära - - - -	Doachta - - - - - -
ef	19775	Obertrum am See	1	I	bi - - -	gwön -	ba' - - - -	da'	Frau - - - -	und	-	ha'	s	- - - -	ir - - -	gsagt	und	-	sie - - - -	had	gsagt	daß	- - - - - -	-	ös	- - - - -	sagt	- - -	- - - -	- - seina' - -	Tochta' - - - - - -
ef	19787	Hochfeld	1	I	bi - - -	gwön -	bei - - - -	da	Frau - - - -	und	-	hå	s	- - - -	ihr - - -	gsågt	und	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	s	- - - - -	sågt	a - -	- - - -	ihra - - - -	Tåchta - - - - - -
ef	19823	Vorderfager	1	I	bi - - -	gwön -	bei - - - -	da	Frau - - - -	und	-	hå	s	- - - -	ia - - -	gsågt	und	-	sie - - - -	håt	gsågt	-	sie - - - - -	håt	s	woin - - - -	sågn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	19851	Schwendt	1	I	bin - - -	g'wes'n -	bei - - - -	da	Frau - - - -	und	-	hu(n)	's	- - - -	ihr - - -	g'sagt	und	-	sie - - - -	hat	g'sagt	-	sie - - - - -	-	s	wüi - - - -	sog'n	- - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	19854	Waidring	1	I	bi - - -	gwesn -	bei - - - -	dea	Frau - - - -	und	-	hu	's	- - - -	ia - - -	gsåg	und	-	sie - - - -	håt	gsåg	-	sie - - - - -	-	's	weascht - - - -	sogn	a - -	- - - -	ihra - - - -	Tåchta - - - - - -
ef	19859	Kuchl	1	I	bi(n) - - -	gwen -	bei - - - -	da	Frau - - - -	u	-	hon	-	- - - -	ihr - - -	gsagt	u	-	si(e) - - - -	-	sågt	-	sie - - - - -	-	's	werd - - - -	sågn	ā - -	- - - -	ihra - - - -	Tochtā - - - - - -
ef	1987	Pregelswalde (-)	1	Eck	- si - -	gewese -	bi - - - -	de	Fru - - - -	on	-	heb	et	- - - -	ä - - -	geseggt	on	-	se - - - -	-	sed	-	se - - - - -	-	et	wull - - - -	segge	ok - -	- - - -	ära - - - -	Doachta - - - - - -
ef	19886	Schörfling	1	I	bi - - -	gwön -	bei - - - -	dera	Frau - - - -	und	-	han	s	- - - -	ihr - - -	gsagt	-	-	sie - - - -	-	sagt	-	sie - - - - -	-	s	wird - - - -	sagn	a - -	- - - -	ihre - - - -	Tachtr - - - - - -
ef	19896	Gschwandt	1	I	bi - - -	gwen -	ba - - - -	da	Frau - - - -	und	-	hab	s	- - - -	ir - - -	gsagt	u	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	es	will - - - -	sagn	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
ef	19901	Schlierbach	1	I	bĩ - - -	gwön -	ba - - - -	n	- Weib - - -	und	-	ha͜͠o	s	- - - -	ia - - -	gsaogd	und	-	si - - - -	haod	gsa͜ogd	-	si - - - - -	-	s	wü - - - -	sa͜ogn	a - -	- - - -	- - - - iana	Da͜ochda - - - - - -
ef	19941	Sankt Gilgen	1	I	bie - - -	gwön -	bei - - - -	da	Frau - - - -	und	-	ho̊	s	- - - -	ir - - -	gsågt	und	-	si - - - -	håt	gsågt	daß	si - - - - -	-	’s	- - - - -	sågat	á - -	- - - -	ira - - - -	Tåchta - - - - - -
ef	19945	Ebensee	1	I	bi - - -	gwen -	bo - - - -	n	- Weib - - -	und	-	ha	's	- - - -	ir - - -	gsagt	und	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	ä's	wiad - - - -	sãgn	aft - -	- - - -	- - - - -	- - - - - - -
ef	19947	Steyrling	1	I	bi - - -	gwest -	ba - - - -	da	Frau - - - -	und	-	ha	s	- - - -	ihr - - -	gsagt	und	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	s	wird - - - -	sagn	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
ef	19956	Bad Ischl	1	I	bi - - -	gwin -	bo - - - -	da	Frau - - - -	und	-	hab	s	- - - -	ihr - - -	g'sagt	-	-	sö - - - -	-	sagt	-	sö - - - - -	-	s	wiad - - - -	sagn	a - -	- - - -	ihrana - - - -	Tochta - - - - - -
ef	19965	Windischgarsten	1	I	bi - - -	gwön -	ba - - - -	n	- Weib - - -	-	-	hã̊	s	- - - -	ihr - - -	gsågt	und	-	sie - - - -	håd	gsågt	-	sie - - - - -	-	s	- - - - muaß	sågn	a - -	- - - -	ihra - - - -	Tåchta - - - - - -
ef	19971	Bad Goisern	1	I	bi - - -	g'wes'n -	bo - - - -	n	- Weib - - -	u	-	hå	s	- - - -	ia - - -	g'sagt	u	-	sie - - - -	håt	g'sågt	-	sie - - - - -	-	s	wird - - - -	sãg'n	- - -	- - - -	ihr - - - -	Dåchda - - - - - -
ef	19977	Grundlsee	1	I	bi - - -	gwesn -	ba - - - -	da	Frau - - - -	und	-	hañ	s	- - - -	ihr - - -	gsågt	und	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	s	wirscht - - - -	sågn	a - -	- - - -	ihrsch - - - -	Tåchta - - - - - -
ef	19993	Wörschachwald	1	I	bi - - -	gwest -	bei - - - -	da	Frau - - - -	und	-	ha(u)	s	- - - -	iha - - -	g'sagt	und	-	sie - - - -	hōd	g'sågt	-	si - - - - -	-	s	wiacht - - - -	sagn	- scho(n) -	- - - -	ihra - - - -	tōchta - - - - - -
ef	20005	Trattenbach	1	I	bi - - -	gwen -	bei - - - -	da	Frau - - - -	und	-	ha̰n	s	- - - -	ihr - - -	gsagt	und	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	z	wüs - - - -	sagn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	20008	Sulzbach	1	I	bin - - -	gwen -	ba - - - -	da	- - - - Moam	und	i	han	-	- - - -	ir - - -	gsagt	und	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	z	- - - - -	sag	- - -	- - - -	ihra - - - -	Dâchda - - - - - -
ef	20019	Ybbsitz	1	I	bi - - -	g'wèn -	bei - - - -	da	Frau - - - -	und	-	hon	's	- - - -	ihr - - -	g'sogt	und	-	sie - - - -	hot	g'sogt	-	si - - - - -	-	's	- - - - -	sogt	eh - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	20023	Gaming	1	I	bi - - -	g'west -	bei - - - -	dea	Frau - - - -	u	-	hob	's	- - - -	iahr - - -	g'sogt	und	-	si - - - -	hot	g'sogt	-	sie - - - - -	-	's	wü - - - -	sågn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	20046	Kleinreifling	1	I	bin - - -	gwen -	bei - - - -	m	- Weib - - -	und	-	hoan	s	- - - -	ihr - - -	gsagt	und	-	sie - - - -	-	sagt	-	sie - - - - -	-	s	wird - - - -	sogn	- - -	- - - -	ihrn - - - -	- - - Mensch - - -
ef	20049	Mariazell	1	I	bin - - -	gwest -	bei - - - -	da	Frau - - - -	und	-	hob	's	- - - -	iha - - -	gsogt	und	-	se - - - -	hot	gsogt	-	sie - - - - -	-	's	wü - - - -	sogn	a - -	- - - -	- - - - ian	- - Diandl - - - -
ef	20051	Neuhaus	1	I	bi - - -	gwest -	bei - - - -	da	Frau - - - -	und	-	hon	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	wüll - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	20058	Lassing	1	I	bin - - -	gwest -	bei - - - -	der	Frau - - - -	und	-	hob	's	- - - -	ihr - - -	gsogt	-	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	's	- - - - -	sogt	eha - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	20062	Ardning	1	I	bin - - -	gwest -	bei - - - -	da	Frau - - - -	und	-	hän	s	- - - -	ihr - - -	gsogt	u	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	wird - - - -	sogn	- schon -	- - - -	ihra - - - -	Tochta - - - - - -
ef	20065	Weng	1	I	bin - - -	gwei'sn -	ba - - - -	da	Frau - - - -	und	-	haon	s	- - - -	ir - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	wü - - - -	sogn	a - -	- - - -	ihra - - - -	Touchta - - - - - -
ef	20067	Lainbach	1	I	bi - - -	gwes'n -	bei - - - -	da	Frau - - - -	und	-	hon	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	-	sogt	-	sie - - - - -	-	s	woit - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	20069	Gollrad	1	I	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hob	's	- - - -	ihr - - -	gsogt	-	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	wü(ll) - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
ef	20077	Oberort	1	I	bi - - -	güest -	bei - - - -	dr	Frau - - - -	u	-	hob	's	- - - -	ihra - - -	gsogt	u	-	sie - - - -	hat	g'sogt	-	sie - - - - -	hot	's	wölln - - - -	sogn	a - -	- - - -	ihra - - - -	Tochter - - - - - -
